lr_id,source,target,18321_a,24774_d,54023_b,56784_c,comparability,n_ir_tested,n_aih_tested,n_ir_notNA,n_aih_notNA,irHep_mean,AIH_mean,irHep_min,irHep_max,AIH_min,AIH_max,log2FC,is_strict_eligible,coherent_strict_irHep,coherent_strict_AIH,coherent_strict,enriched_strict
IL2,Hepatocyte 4,Hepatocyte 4,0,0,1.06652308915552e-05,8.19355059856441e-07,all4,2,2,2,2,0,5.74229297570583e-06,0,0,8.19355059856441e-07,1.06652308915552e-05,-6.0194854539208,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,IgG+ B cell,Hepatocyte 4,4.94529356341688e-06,1.04487829899298e-05,5.82122132828213e-08,1.82699023260841e-07,all4,2,2,2,2,7.69703827667336e-06,1.20455618271831e-07,4.94529356341688e-06,1.04487829899298e-05,5.82122132828213e-08,1.82699023260841e-07,5.21011673629168,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Macrophage 1,Sinusoidal endothelial cell,5.43129595357026e-08,0,5.0085957384728e-06,3.26931727435316e-06,all4,2,2,2,2,2.71564797678513e-08,4.13895650641298e-06,0,5.43129595357026e-08,3.26931727435316e-06,5.0085957384728e-06,-5.17492410320969,TRUE,FALSE,TRUE,TRUE,AIH
IL2,Hepatocyte 1,Hepatocyte 4,0,0,5.18915383931014e-06,3.23020512193253e-07,all4,2,2,2,2,0,2.75608717575169e-06,0,0,3.23020512193253e-07,5.18915383931014e-06,-4.98437760541085,TRUE,FALSE,TRUE,TRUE,AIH
CSF,CD8+ T cell 2,Hepatocyte 4,7.38516702727417e-08,1.62725177327304e-06,3.83372201256177e-05,1.35926994926342e-05,all4,2,2,2,2,8.50551721772889e-07,2.59649598091259e-05,7.38516702727417e-08,1.62725177327304e-06,1.35926994926342e-05,3.83372201256177e-05,-4.79204655447865,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,IgG+ B cell,CD8+ T cell 2,1.9106398384637e-05,5.09529659041547e-06,5.53835226291637e-07,2.38730569963111e-07,all4,2,2,2,2,1.21008474875262e-05,3.96282898127374e-07,5.09529659041547e-06,1.9106398384637e-05,2.38730569963111e-07,5.53835226291637e-07,4.64812775048335,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Macrophage 1,Hepatocyte 4,0,0,3.07287317653958e-06,6.08553387440417e-07,all4,2,2,2,2,0,1.84071328199e-06,0,0,6.08553387440417e-07,3.07287317653958e-06,-4.4245089935884,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,IgG+ B cell,IgM+ B cell,9.11157041873358e-05,2.57078826118266e-05,2.2673299320988e-06,3.0207430065688e-06,all4,2,2,2,2,5.84117933995812e-05,2.6440364693338e-06,2.57078826118266e-05,9.11157041873358e-05,2.2673299320988e-06,3.0207430065688e-06,4.41942395821913,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Stellate cell,Sinusoidal endothelial cell,4.35281404607872e-08,0,2.32018006104937e-06,1.99807608699604e-06,all4,2,2,2,2,2.17640702303936e-08,2.1591280740227e-06,0,4.35281404607872e-08,1.99807608699604e-06,2.32018006104937e-06,-4.33199627098441,TRUE,FALSE,TRUE,TRUE,AIH
IL2,IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell,0,0,2.1257755281688e-06,1.26768540211098e-06,all4,2,2,2,2,0,1.69673046513989e-06,0,0,1.26768540211098e-06,2.1257755281688e-06,-4.31269138767541,TRUE,FALSE,TRUE,TRUE,AIH
IL2,CD8+ T cell 1,Sinusoidal endothelial cell,1.19312024321327e-08,0,2.03693692411876e-06,1.42760039236759e-06,all4,2,2,2,2,5.96560121606634e-09,1.73226865824318e-06,0,1.19312024321327e-08,1.42760039236759e-06,2.03693692411876e-06,-4.24841997837947,TRUE,FALSE,TRUE,TRUE,AIH
IL2,Sinusoidal endothelial cell,Hepatocyte 1,1.05520120851438e-08,0,2.66674684854215e-06,4.46097712794867e-07,all4,2,2,2,2,5.27600604257188e-09,1.55642228066851e-06,0,1.05520120851438e-08,4.46097712794867e-07,2.66674684854215e-06,-4.11242544586303,TRUE,FALSE,TRUE,TRUE,AIH
IL2,Hepatocyte 4,Hepatocyte 1,9.08185574938893e-09,4.56416837749517e-08,3.19630095178026e-06,4.28245144381054e-07,all4,2,2,2,2,2.73617697621703e-08,1.81227304808066e-06,9.08185574938893e-09,4.56416837749517e-08,4.28245144381054e-07,3.19630095178026e-06,-4.01977950435921,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,Cholangiocyte,CD8+ T cell 2,0.000130235477931432,0.000107408737839444,5.1630860061838e-06,9.6689315366186e-06,all4,2,2,2,2,0.000118822107885438,7.4160087714012e-06,0.000107408737839444,0.000130235477931432,5.1630860061838e-06,9.6689315366186e-06,3.98572283808832,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Cholangiocyte,CD8+ T cell 3,9.83338727109405e-05,9.21146794517606e-06,2.94866564783063e-06,3.69444411496774e-06,all4,2,2,2,2,5.37726703280583e-05,3.32155488139918e-06,9.21146794517606e-06,9.83338727109405e-05,2.94866564783063e-06,3.69444411496774e-06,3.98082182792773,TRUE,TRUE,FALSE,TRUE,irHepatitis
CSF,Hepatocyte 4,IgG+ B cell,6.38757039406384e-06,7.36608225975311e-05,2.82113219829818e-06,2.409263171011e-06,all4,2,2,2,2,4.00241964957975e-05,2.61519768465459e-06,6.38757039406384e-06,7.36608225975311e-05,2.409263171011e-06,2.82113219829818e-06,3.89035393302863,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,CD8+ T cell 2,CD8+ T cell 2,0.000611685697049641,0.000328824558917003,3.49560306889609e-05,2.93194338726284e-05,all4,2,2,2,2,0.000470255127983322,3.21377322807946e-05,0.000328824558917003,0.000611685697049641,2.93194338726284e-05,3.49560306889609e-05,3.86734911663159,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,CD4+ T cell,CD8+ T cell 2,1.87561246891004e-05,1.54548648881942e-06,5.36169730178144e-07,6.94610604400567e-07,all4,2,2,2,2,1.01508055889599e-05,6.15390167289355e-07,1.54548648881942e-06,1.87561246891004e-05,5.36169730178144e-07,6.94610604400567e-07,3.85994376668592,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD8+ T cell 2,CD8+ T cell 3,5.72332636433297e-05,6.28784823696946e-05,5.8076610682933e-06,2.55028452327798e-06,all4,2,2,2,2,6.00558730065121e-05,4.17897279578564e-06,5.72332636433297e-05,6.28784823696946e-05,2.55028452327798e-06,5.8076610682933e-06,3.81653452057067,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,CD8+ T cell 2,Cholangiocyte,2.44847019863133e-05,2.45142592185674e-05,1.13024159877463e-06,2.18676782340909e-06,all4,2,2,2,2,2.44994806024404e-05,1.65850471109186e-06,2.44847019863133e-05,2.45142592185674e-05,1.13024159877463e-06,2.18676782340909e-06,3.81392004600126,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Hepatocyte 4,Sinusoidal endothelial cell,3.56260277797083e-08,0,1.45711773771626e-06,1.28013274858571e-06,all4,2,2,2,2,1.78130138898541e-08,1.36862524315098e-06,0,3.56260277797083e-08,1.28013274858571e-06,1.45711773771626e-06,-3.75917673546915,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,Macrophage 1,Cholangiocyte,8.55399737433232e-06,9.13942127595241e-06,4.8114705238159e-07,7.8039976835762e-07,all4,2,2,2,2,8.84670932514237e-06,6.30773410369605e-07,8.55399737433232e-06,9.13942127595241e-06,4.8114705238159e-07,7.8039976835762e-07,3.6322997746197,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD8+ T cell 2,Sinusoidal endothelial cell,9.47928068715704e-10,0,1.5121162128982e-06,5.27983183998561e-07,all4,2,2,2,2,4.73964034357852e-10,1.02004969844838e-06,0,9.47928068715704e-10,5.27983183998561e-07,1.5121162128982e-06,-3.61836154158362,TRUE,FALSE,TRUE,TRUE,AIH
IL2,Vascular endothelial cell,Vascular endothelial cell,0,0,1.36798105167615e-06,6.57199991103043e-07,all4,2,2,2,2,0,1.0125905213896e-06,0,0,6.57199991103043e-07,1.36798105167615e-06,-3.61621916557354,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,IgM+ B cell,CD8+ T cell 3,3.52874324437058e-05,2.91293362305813e-05,3.44634140085848e-06,2.03986599577095e-06,all4,2,2,2,2,3.22083843371436e-05,2.74310369831472e-06,2.91293362305813e-05,3.52874324437058e-05,2.03986599577095e-06,3.44634140085848e-06,3.51105055201289,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,IgM+ B cell,Hepatocyte 4,1.19149089991107e-05,2.70951384713321e-06,8.97653671318683e-07,2.67192883769736e-07,all4,2,2,2,2,7.31221142312193e-06,5.8242327754421e-07,2.70951384713321e-06,1.19149089991107e-05,2.67192883769736e-07,8.97653671318683e-07,3.46069897179072,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,IgG+ B cell,CD8+ T cell 1,2.00818226759119e-05,3.55531396191731e-05,3.78216195971016e-06,1.14590761426844e-06,all4,2,2,2,2,2.78174811475425e-05,2.4640347869893e-06,2.00818226759119e-05,3.55531396191731e-05,1.14590761426844e-06,3.78216195971016e-06,3.44985029384836,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD8+ T cell 2,Hepatocyte 4,0,0,1.5420308273654e-06,2.32530045258377e-07,all4,2,2,2,2,0,8.87280436311891e-07,0,0,2.32530045258377e-07,1.5420308273654e-06,-3.44215073413712,TRUE,FALSE,TRUE,TRUE,AIH
IL2,IgM+ B cell,IgM+ B cell,1.25095653097195e-06,0,3.46196001456464e-06,1.16609507276154e-05,all4,2,2,2,2,6.25478265485975e-07,7.56145537109e-06,0,1.25095653097195e-06,3.46196001456464e-06,1.16609507276154e-05,-3.41892694808116,TRUE,FALSE,TRUE,TRUE,AIH
CSF,IgM+ B cell,IgG+ plasmablast / plasma cell,0.000163309366085315,2.73915758583852e-05,7.22896561273301e-06,1.04665732847495e-05,all4,2,2,2,2,9.53504709718503e-05,8.84776944874123e-06,2.73915758583852e-05,0.000163309366085315,7.22896561273301e-06,1.04665732847495e-05,3.41662824105207,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Sinusoidal endothelial cell,Cholangiocyte,1.69299172300711e-08,0,5.57336277489718e-07,1.36055047834687e-06,all4,2,2,2,2,8.46495861503555e-09,9.58943377918294e-07,0,1.69299172300711e-08,5.57336277489718e-07,1.36055047834687e-06,-3.41443689522126,TRUE,FALSE,TRUE,TRUE,AIH
IL2,Sinusoidal endothelial cell,Hepatocyte 4,0,0,1.15676550846336e-06,5.53957936676011e-07,all4,2,2,2,2,0,8.55361722569685e-07,0,0,5.53957936676011e-07,1.15676550846336e-06,-3.39423986745646,TRUE,FALSE,TRUE,TRUE,AIH
CSF,Cholangiocyte,CD8+ T cell 2,8.37403172463359e-05,4.95087983736045e-05,5.3704243714243e-06,7.27392138730095e-06,all4,2,2,2,2,6.66245578099702e-05,6.32217287936263e-06,4.95087983736045e-05,8.37403172463359e-05,5.3704243714243e-06,7.27392138730095e-06,3.37913558231958,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,IgG+ plasmablast / plasma cell,Sinusoidal endothelial cell,0,0,7.7765962884406e-07,8.83046267654603e-07,all4,2,2,2,2,0,8.30352948249331e-07,0,0,7.7765962884406e-07,8.83046267654603e-07,-3.35555672953895,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,IgG+ B cell,Hepatocyte 2,3.30911043621491e-06,3.4919879009981e-06,1.87938385746803e-07,3.16446790454617e-07,all4,2,2,2,2,3.4005491686065e-06,2.5219258810071e-07,3.30911043621491e-06,3.4919879009981e-06,1.87938385746803e-07,3.16446790454617e-07,3.35093274520496,TRUE,TRUE,FALSE,TRUE,irHepatitis
CSF,Vascular endothelial cell,CD8+ T cell 2,4.86827223275804e-05,1.75917374916446e-05,3.18250582686589e-06,3.21959734333635e-06,all4,2,2,2,2,3.31372299096125e-05,3.20105158510112e-06,1.75917374916446e-05,4.86827223275804e-05,3.18250582686589e-06,3.21959734333635e-06,3.33578277220236,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Hepatocyte 4,Macrophage 1,4.8746467147566e-07,1.53684165619827e-09,4.8228955299946e-06,1.66732459556879e-06,all4,2,2,2,2,2.44500756565929e-07,3.24511006278169e-06,1.53684165619827e-09,4.8746467147566e-07,1.66732459556879e-06,4.8228955299946e-06,-3.31801945972818,TRUE,FALSE,TRUE,TRUE,AIH
FN1,IgM+ B cell,IgG+ plasmablast / plasma cell,0.000305647329451035,0.000588336321456762,5.22866988500839e-05,3.76900033318458e-05,all4,2,2,2,2,0.000446991825453898,4.49883510909649e-05,0.000305647329451035,0.000588336321456762,3.76900033318458e-05,5.22866988500839e-05,3.31003496703806,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Hepatocyte 4,IgG+ plasmablast / plasma cell,0,0,1.18443515084225e-06,3.90923387909889e-07,all4,2,2,2,2,0,7.87679269376069e-07,0,0,3.90923387909889e-07,1.18443515084225e-06,-3.28705613392851,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,Cholangiocyte,Cholangiocyte,0.000275733468020315,0.000501750933712464,2.72124136810412e-05,5.3380837469809e-05,all4,2,2,2,2,0.00038874220086639,4.02966255754251e-05,0.000275733468020315,0.000501750933712464,2.72124136810412e-05,5.3380837469809e-05,3.26720120774202,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,Vascular endothelial cell,CD8+ T cell 2,1.06669359049587e-05,3.22106244240375e-06,8.60124880720298e-07,4.76547749674748e-07,all4,2,2,2,2,6.94399917368124e-06,6.68336315197523e-07,3.22106244240375e-06,1.06669359049587e-05,4.76547749674748e-07,8.60124880720298e-07,3.21359573170386,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,CD8+ T cell 3,Cholangiocyte,1.81857337495011e-05,1.31760615937013e-05,1.55433978056284e-06,1.75471072314079e-06,all4,2,2,2,2,1.56808976716012e-05,1.65452525185182e-06,1.31760615937013e-05,1.81857337495011e-05,1.55433978056284e-06,1.75471072314079e-06,3.17642784687983,TRUE,TRUE,FALSE,TRUE,irHepatitis
FN1,IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell,0.00104286871208921,0.000809549580914688,8.83711579769557e-05,0.000119559095620571,all4,2,2,2,2,0.000926209146501951,0.000103965126798763,0.000809549580914688,0.00104286871208921,8.83711579769557e-05,0.000119559095620571,3.15413129795494,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,IgG+ B cell,CD4+ T cell,3.61100268356204e-05,1.11041909580537e-05,2.33425660335719e-06,2.90873501517159e-06,all4,2,2,2,2,2.3607108896837e-05,2.62149580926439e-06,1.11041909580537e-05,3.61100268356204e-05,2.33425660335719e-06,2.90873501517159e-06,3.127594704735,TRUE,TRUE,FALSE,TRUE,irHepatitis
CSF,CD8+ T cell 3,Cholangiocyte,9.57511314732346e-05,7.52543528396352e-05,1.09655275900495e-05,8.52272654881368e-06,all4,2,2,2,2,8.55027421564349e-05,9.74412706943161e-06,7.52543528396352e-05,9.57511314732346e-05,8.52272654881368e-06,1.09655275900495e-05,3.12163182750995,TRUE,TRUE,FALSE,TRUE,irHepatitis
CCL,IgG+ plasmablast / plasma cell,Sinusoidal endothelial cell,2.9219116290627e-06,1.72325492915425e-07,2.03393143520881e-05,7.9616649648647e-06,all4,2,2,2,2,1.54711856098906e-06,1.41504896584764e-05,1.72325492915425e-07,2.9219116290627e-06,7.9616649648647e-06,2.03393143520881e-05,-3.12084169045839,TRUE,FALSE,TRUE,TRUE,AIH
IL2,CD8+ T cell 3,IgG+ plasmablast / plasma cell,0,0,1.18715162049032e-06,1.95869906639117e-07,all4,2,2,2,2,0,6.9151076356472e-07,0,0,1.95869906639117e-07,1.18715162049032e-06,-3.1196089437944,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,IgG+ plasmablast / plasma cell,IgM+ B cell,2.25166496450642e-05,0.00015940985139626,1.00203336745955e-05,1.10111159738083e-05,all4,2,2,2,2,9.09632505206621e-05,1.05157248242019e-05,2.25166496450642e-05,0.00015940985139626,1.00203336745955e-05,1.10111159738083e-05,3.10187864771955,TRUE,TRUE,FALSE,TRUE,irHepatitis
FN1,IgG+ B cell,CD8+ T cell 2,8.98206764626048e-05,1.07896087221283e-05,5.95693572488553e-06,5.6419806572892e-06,all4,2,2,2,2,5.03051425923666e-05,5.79945819108736e-06,1.07896087221283e-05,8.98206764626048e-05,5.6419806572892e-06,5.95693572488553e-06,3.09709828936447,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Vascular endothelial cell,Hepatocyte 4,0,0,1.16482659870331e-06,1.92421001616706e-07,all4,2,2,2,2,0,6.7862380016001e-07,0,0,1.92421001616706e-07,1.16482659870331e-06,-3.09561792722689,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,Macrophage 2,CD8+ T cell 2,1.04620332058093e-05,9.94591325691045e-06,7.96951886201301e-07,1.47001231496817e-06,all4,2,2,2,2,1.02039732313599e-05,1.13348210058473e-06,9.94591325691045e-06,1.04620332058093e-05,7.96951886201301e-07,1.47001231496817e-06,3.07283315024712,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Stellate cell,Vascular endothelial cell,0,0,7.9926752139447e-07,5.23097462854408e-07,all4,2,2,2,2,0,6.61182492124439e-07,0,0,5.23097462854408e-07,7.9926752139447e-07,-3.06249960032335,TRUE,FALSE,TRUE,TRUE,AIH
CSF,IgG+ plasmablast / plasma cell,Hepatocyte 3,1.00247626080587e-07,0,1.20110700174355e-06,9.33868998773272e-07,all4,2,2,2,2,5.01238130402935e-08,1.06748800025841e-06,0,1.00247626080587e-07,9.33868998773272e-07,1.20110700174355e-06,-3.04707800215867,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,CD4+ T cell,CD8+ T cell 3,3.03837715653699e-05,1.07742641286303e-05,3.20711007990651e-06,1.61550854869931e-06,all4,2,2,2,2,2.05790178470001e-05,2.41130931430291e-06,1.07742641286303e-05,3.03837715653699e-05,1.61550854869931e-06,3.20711007990651e-06,3.04676232999926,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD8+ T cell 3,Hepatocyte 4,0,0,8.04463752425531e-07,5.00053994231921e-07,all4,2,2,2,2,0,6.52258873328726e-07,0,0,5.00053994231921e-07,8.04463752425531e-07,-3.04525641644728,TRUE,FALSE,TRUE,TRUE,AIH
CSF,IgG+ plasmablast / plasma cell,CD4+ T cell,7.985405227999e-05,6.71078930856581e-05,8.59104943380521e-06,9.34257266590722e-06,all4,2,2,2,2,7.34809726828241e-05,8.96681104985622e-06,6.71078930856581e-05,7.985405227999e-05,8.59104943380521e-06,9.34257266590722e-06,3.02207479083048,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Cholangiocyte,Stellate cell,8.39777427825127e-06,5.03814470142937e-06,9.52642950097879e-07,5.72614021534461e-07,all4,2,2,2,2,6.71795948984032e-06,7.6262848581617e-07,5.03814470142937e-06,8.39777427825127e-06,5.72614021534461e-07,9.52642950097879e-07,2.99737306356025,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD8+ T cell 2,IgM+ B cell,9.83263609651976e-07,4.15420704851166e-06,3.10472738291433e-07,1.78816937283293e-07,all4,2,2,2,2,2.56873532908182e-06,2.44644837787363e-07,9.83263609651976e-07,4.15420704851166e-06,1.78816937283293e-07,3.10472738291433e-07,2.99039340166055,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Macrophage 2,Sinusoidal endothelial cell,9.22133472319737e-08,0,8.88365297043689e-07,1.08502878610572e-06,all4,2,2,2,2,4.61066736159868e-08,9.86697041574706e-07,0,9.22133472319737e-08,8.88365297043689e-07,1.08502878610572e-06,-2.98467735681077,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,CD8+ T cell 1,CD8+ T cell 2,1.73941530858365e-05,1.74920768735167e-05,2.47324923404714e-06,1.85828118462882e-06,all4,2,2,2,2,1.74431149796766e-05,2.16576520933798e-06,1.73941530858365e-05,1.74920768735167e-05,1.85828118462882e-06,2.47324923404714e-06,2.95844613594185,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD8+ T cell 3,Vascular endothelial cell,0,0,1.20135017046316e-06,1.35300204396799e-08,all4,2,2,2,2,0,6.0744009545142e-07,0,0,1.35300204396799e-08,1.20135017046316e-06,-2.95539149213459,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,Macrophage 2,Hepatocyte 4,4.80022862232836e-06,6.04457115444162e-06,4.87006493672013e-07,7.81007075715307e-07,all4,2,2,2,2,5.42239988838499e-06,6.3400678469366e-07,4.80022862232836e-06,6.04457115444162e-06,4.87006493672013e-07,7.81007075715307e-07,2.92876888441006,TRUE,TRUE,FALSE,TRUE,irHepatitis
CCL,Vascular endothelial cell,CD8+ T cell 2,0.0001097014718763,2.37917156446735e-05,1.02273607897297e-05,7.25872214424355e-06,all4,2,2,2,2,6.67465937604868e-05,8.74304146698661e-06,2.37917156446735e-05,0.0001097014718763,7.25872214424355e-06,1.02273607897297e-05,2.91966940513675,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,IgG+ B cell,Hepatocyte 1,2.99430820944641e-06,2.02095606113316e-06,3.38150380018695e-07,1.79929429475167e-07,all4,2,2,2,2,2.50763213528978e-06,2.59039904746931e-07,2.02095606113316e-06,2.99430820944641e-06,1.79929429475167e-07,3.38150380018695e-07,2.8960711474193,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,CD4+ T cell,CD8+ T cell 3,3.55880353158756e-05,6.74882490961626e-06,1.85589091408794e-06,3.68013694159537e-06,all4,2,2,2,2,2.11684301127459e-05,2.76801392784165e-06,6.74882490961626e-06,3.55880353158756e-05,1.85589091408794e-06,3.68013694159537e-06,2.89499146644374,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Sinusoidal endothelial cell,Stellate cell,2.29829658495472e-08,2.42506417295516e-08,1.01994120999491e-06,4.66366972374185e-07,all4,2,2,2,2,2.36168037895494e-08,7.43154091184546e-07,2.29829658495472e-08,2.42506417295516e-08,4.66366972374185e-07,1.01994120999491e-06,-2.8754431093347,TRUE,FALSE,TRUE,TRUE,AIH
IL2,IgG+ plasmablast / plasma cell,Hepatocyte 4,0,0,8.52472618657729e-07,2.73081783418778e-07,all4,2,2,2,2,0,5.62777201038253e-07,0,0,2.73081783418778e-07,8.52472618657729e-07,-2.85989949041687,TRUE,FALSE,TRUE,TRUE,AIH
IL2,CD4+ T cell,Sinusoidal endothelial cell,1.73186630029189e-09,0,3.84024368583278e-07,7.48357207615186e-07,all4,2,2,2,2,8.65933150145944e-10,5.66190788099232e-07,0,1.73186630029189e-09,3.84024368583278e-07,7.48357207615186e-07,-2.85359629807427,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,Macrophage 1,CD8+ T cell 2,2.78907083467013e-05,2.85484062207978e-05,4.43105031266001e-06,3.32346655802428e-06,all4,2,2,2,2,2.82195572837496e-05,3.87725843534215e-06,2.78907083467013e-05,2.85484062207978e-05,3.32346655802428e-06,4.43105031266001e-06,2.83510442842183,TRUE,TRUE,FALSE,TRUE,irHepatitis
CSF,Cholangiocyte,CD8+ T cell 1,0.000241815007564082,0.000109335626158924,2.64694013489254e-05,2.31023028522445e-05,all4,2,2,2,2,0.000175575316861503,2.4785852100585e-05,0.000109335626158924,0.000241815007564082,2.31023028522445e-05,2.64694013489254e-05,2.82001622650047,TRUE,TRUE,FALSE,TRUE,irHepatitis
CCL,Cholangiocyte,Hepatocyte 3,1.14785143912296e-06,1.48795609022175e-06,9.09170727839123e-06,1.04976803315893e-05,all4,2,2,2,2,1.31790376467235e-06,9.79469380499029e-06,1.14785143912296e-06,1.48795609022175e-06,9.09170727839123e-06,1.04976803315893e-05,-2.81173053327547,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,CD8+ T cell 1,IgM+ B cell,1.20888866309248e-05,1.84665659560552e-05,1.99894498179112e-06,2.20747964015579e-06,all4,2,2,2,2,1.527772629349e-05,2.10321231097345e-06,1.20888866309248e-05,1.84665659560552e-05,1.99894498179112e-06,2.20747964015579e-06,2.80883959712725,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,CD8+ T cell 3,Hepatocyte 4,1.46180448951767e-05,4.3498190668727e-05,4.52552005833576e-06,3.73576487678264e-06,all4,2,2,2,2,2.90581177819518e-05,4.1306424675592e-06,1.46180448951767e-05,4.3498190668727e-05,3.73576487678264e-06,4.52552005833576e-06,2.78789580035688,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,IgM+ B cell,CD8+ T cell 2,1.43812228679913e-05,2.9107842241862e-06,8.33577584091193e-07,1.51800281204132e-06,all4,2,2,2,2,8.64600354608875e-06,1.17579019806626e-06,2.9107842241862e-06,1.43812228679913e-05,8.33577584091193e-07,1.51800281204132e-06,2.78702717324148,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,IgM+ B cell,Vascular endothelial cell,0,0,8.6114283815061e-07,1.92305769103727e-07,all4,2,2,2,2,0,5.26724303627169e-07,0,0,1.92305769103727e-07,8.6114283815061e-07,-2.77792231904569,TRUE,FALSE,TRUE,TRUE,AIH
CSF,Cholangiocyte,CD8+ T cell 3,0.00020374178779792,0.00017950493881215,2.91357466595709e-05,2.69967248043213e-05,all4,2,2,2,2,0.000191623363305035,2.80662357319461e-05,0.00017950493881215,0.00020374178779792,2.69967248043213e-05,2.91357466595709e-05,2.76742865573665,TRUE,TRUE,FALSE,TRUE,irHepatitis
CSF,Cholangiocyte,Macrophage 1,0.000474171439957469,0.000278688197417327,6.0500789046179e-05,5.02414520662416e-05,all4,2,2,2,2,0.000376429818687398,5.53711205562103e-05,0.000278688197417327,0.000474171439957469,5.02414520662416e-05,6.0500789046179e-05,2.76317922927339,TRUE,TRUE,FALSE,TRUE,irHepatitis
VEGF,CD8+ T cell 1,CD4+ T cell,1.0895544764081e-05,1.76764626806523e-05,2.14399073474386e-06,1.91684243019285e-06,all4,2,2,2,2,1.42860037223666e-05,2.03041658246836e-06,1.0895544764081e-05,1.76764626806523e-05,1.91684243019285e-06,2.14399073474386e-06,2.76129782508911,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Macrophage 2,Vascular endothelial cell,0,0,5.67705309960598e-07,4.69275769047772e-07,all4,2,2,2,2,0,5.18490539504185e-07,0,0,4.69275769047772e-07,5.67705309960598e-07,-2.75852846189036,TRUE,FALSE,TRUE,TRUE,AIH
CSF,CD8+ T cell 2,Cholangiocyte,7.53646237240642e-05,3.0202972354237e-05,6.40971303228305e-06,9.07872523123475e-06,all4,2,2,2,2,5.27837980391506e-05,7.7442191317589e-06,3.0202972354237e-05,7.53646237240642e-05,6.40971303228305e-06,9.07872523123475e-06,2.75470638698829,TRUE,TRUE,FALSE,TRUE,irHepatitis
IL2,Sinusoidal endothelial cell,CD4+ T cell,1.38529141212842e-07,3.02503752928818e-07,2.7839062893662e-06,1.18913931154274e-06,all4,2,2,2,2,2.2051644707083e-07,1.98652280045447e-06,1.38529141212842e-07,3.02503752928818e-07,1.18913931154274e-06,2.7839062893662e-06,-2.74180129568773,TRUE,FALSE,TRUE,TRUE,AIH
VEGF,CD8+ T cell 3,IgM+ B cell,3.96803411645342e-05,1.42864316144089e-05,3.98640925966716e-06,3.93987240968874e-06,all4,2,2,2,2,2.69833863894716e-05,3.96314083467795e-06,1.42864316144089e-05,3.96803411645342e-05,3.93987240968874e-06,3.98640925966716e-06,2.73979172194417,TRUE,TRUE,FALSE,TRUE,irHepatitis
