lr_id,source,target,18321_a,24774_d,54023_b,56784_c,comparability,n_ir_tested,n_aih_tested,n_ir_notNA,n_aih_notNA,irHep_mean,AIH_mean,irHep_min,irHep_max,AIH_min,AIH_max,log2FC,is_strict_eligible,coherent_strict_irHep,coherent_strict_AIH,coherent_strict,enriched_strict,enriched_presence
CCL3-CCR5,Vascular endothelial cell,Hepatocyte 1,,,8.85505687843196e-09,,partial,0,1,0,1,,8.85505687843196e-09,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Hepatocyte 2,,,9.48025075062102e-09,,partial,0,1,0,1,,9.48025075062102e-09,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Hepatocyte 3,,,3.79263954557525e-10,,partial,0,1,0,1,,3.79263954557525e-10,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Hepatocyte 4,,,4.78993448573819e-09,,partial,0,1,0,1,,4.78993448573819e-09,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Ig+ hepatocyte,,,3.17332978843267e-08,,partial,0,1,0,1,,3.17332978843267e-08,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,IgG+ B cell,,,1.02734341270884e-07,,partial,0,1,0,1,,1.02734341270884e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,IgG+ plasmablast / plasma cell,,,2.51003671873962e-07,,partial,0,1,0,1,,2.51003671873962e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,IgM+ B cell,,,9.79013510497803e-07,,partial,0,1,0,1,,9.79013510497803e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Macrophage 1,,,2.22833400755352e-07,,partial,0,1,0,1,,2.22833400755352e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Macrophage 2,,,3.5292367869286e-07,,partial,0,1,0,1,,3.5292367869286e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Sinusoidal endothelial cell,,,1.51017647020776e-07,,partial,0,1,0,1,,1.51017647020776e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Stellate cell,,,1.45906886395258e-07,,partial,0,1,0,1,,1.45906886395258e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
CCL3-CCR5,Vascular endothelial cell,Vascular endothelial cell,,,2.86389545580879e-07,,partial,0,1,0,1,,2.86389545580879e-07,,,,,,FALSE,FALSE,FALSE,FALSE,,
