lr_id,source,target,18321_a,24774_d,54023_b,56784_c,comparability,n_ir_tested,n_aih_tested,n_ir_notNA,n_aih_notNA,irHep_mean,AIH_mean,irHep_min,irHep_max,AIH_min,AIH_max,log2FC,is_strict_eligible,coherent_strict_irHep,coherent_strict_AIH,coherent_strict,enriched_strict,enriched_presence
CCL2-CCR2,CD8+ T cell 3,CD8+ T cell 2,,,8.57501037176083e-06,2.76848153583965e-06,aih_only,0,2,0,2,,5.67174595380024e-06,,,2.76848153583965e-06,8.57501037176083e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,CD8+ T cell 3,,,2.39448776424822e-05,1.08647966704715e-05,aih_only,0,2,0,2,,1.74048371564768e-05,,,1.08647966704715e-05,2.39448776424822e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Cholangiocyte,,,3.73787591317347e-06,3.59559047895596e-06,aih_only,0,2,0,2,,3.66673319606472e-06,,,3.59559047895596e-06,3.73787591317347e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Hepatocyte 1,,,2.47066245643973e-06,1.49850498389089e-06,aih_only,0,2,0,2,,1.98458372016531e-06,,,1.49850498389089e-06,2.47066245643973e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Hepatocyte 2,,,2.47590176513375e-06,1.02859520080582e-06,aih_only,0,2,0,2,,1.75224848296978e-06,,,1.02859520080582e-06,2.47590176513375e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Hepatocyte 3,,,5.97116757442064e-08,1.48383403995819e-06,aih_only,0,2,0,2,,7.717728578512e-07,,,5.97116757442064e-08,1.48383403995819e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Hepatocyte 4,,,8.57939124764574e-06,1.01563517062819e-06,aih_only,0,2,0,2,,4.79751320913697e-06,,,1.01563517062819e-06,8.57939124764574e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Ig+ hepatocyte,,,8.05532206975162e-06,4.19260586492036e-06,aih_only,0,2,0,2,,6.12396396733599e-06,,,4.19260586492036e-06,8.05532206975162e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,IgG+ B cell,,,5.61499002242931e-06,3.54561069828371e-06,aih_only,0,2,0,2,,4.58030036035651e-06,,,3.54561069828371e-06,5.61499002242931e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,IgG+ plasmablast / plasma cell,,,3.00524133490501e-05,1.91301855316146e-05,aih_only,0,2,0,2,,2.45912994403323e-05,,,1.91301855316146e-05,3.00524133490501e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,IgM+ B cell,,,1.5581111404097e-05,5.7078986288824e-06,aih_only,0,2,0,2,,1.06445050164897e-05,,,5.7078986288824e-06,1.5581111404097e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Macrophage 1,,,9.88044205558711e-06,5.87236982188023e-06,aih_only,0,2,0,2,,7.87640593873367e-06,,,5.87236982188023e-06,9.88044205558711e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Macrophage 2,,,1.29109642805349e-05,9.52866519499218e-06,aih_only,0,2,0,2,,1.12198147377635e-05,,,9.52866519499218e-06,1.29109642805349e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Sinusoidal endothelial cell,,,4.74744621079252e-06,7.40878566934371e-07,aih_only,0,2,0,2,,2.74416238886345e-06,,,7.40878566934371e-07,4.74744621079252e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Stellate cell,,,3.18015164662221e-06,1.75963163966738e-06,aih_only,0,2,0,2,,2.4698916431448e-06,,,1.75963163966738e-06,3.18015164662221e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,CD8+ T cell 3,Vascular endothelial cell,,,2.04580090311442e-06,1.69326014893904e-06,aih_only,0,2,0,2,,1.86953052602673e-06,,,1.69326014893904e-06,2.04580090311442e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,CD4+ T cell,,,6.34129730595866e-05,3.09474168758223e-05,aih_only,0,2,0,2,,4.71801949677045e-05,,,3.09474168758223e-05,6.34129730595866e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,CD8+ T cell 1,,,3.23714671532649e-05,1.48275736007596e-05,aih_only,0,2,0,2,,2.35995203770123e-05,,,1.48275736007596e-05,3.23714671532649e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,CD8+ T cell 2,,,9.03669863814384e-06,3.86887104564766e-06,aih_only,0,2,0,2,,6.45278484189575e-06,,,3.86887104564766e-06,9.03669863814384e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,CD8+ T cell 3,,,2.90246617297057e-05,2.04876685520143e-05,aih_only,0,2,0,2,,2.475616514086e-05,,,2.04876685520143e-05,2.90246617297057e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Cholangiocyte,,,8.66022184196416e-05,4.4918411804194e-05,aih_only,0,2,0,2,,6.57603151119178e-05,,,4.4918411804194e-05,8.66022184196416e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Hepatocyte 1,,,2.10004770378593e-06,2.35274156662704e-06,aih_only,0,2,0,2,,2.22639463520649e-06,,,2.10004770378593e-06,2.35274156662704e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Hepatocyte 2,,,2.04119763455945e-06,9.7853302705067e-07,aih_only,0,2,0,2,,1.50986533080506e-06,,,9.7853302705067e-07,2.04119763455945e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Hepatocyte 3,,,1.94328920348867e-06,5.68238924916065e-06,aih_only,0,2,0,2,,3.81283922632466e-06,,,1.94328920348867e-06,5.68238924916065e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Hepatocyte 4,,,3.45317941570227e-06,1.9945915160506e-06,aih_only,0,2,0,2,,2.72388546587644e-06,,,1.9945915160506e-06,3.45317941570227e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Ig+ hepatocyte,,,1.88550553908797e-05,1.95789684279113e-05,aih_only,0,2,0,2,,1.92170119093955e-05,,,1.88550553908797e-05,1.95789684279113e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,IgG+ B cell,,,5.00083546719012e-05,2.66530121579865e-05,aih_only,0,2,0,2,,3.83306834149438e-05,,,2.66530121579865e-05,5.00083546719012e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,IgG+ plasmablast / plasma cell,,,0.000142053844115151,8.6920862785794e-05,aih_only,0,2,0,2,,0.000114487353450473,,,8.6920862785794e-05,0.000142053844115151,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,IgM+ B cell,,,8.95967772374353e-05,4.31744478643234e-05,aih_only,0,2,0,2,,6.63856125508793e-05,,,4.31744478643234e-05,8.95967772374353e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Macrophage 1,,,2.23386640914212e-05,1.18462063267766e-05,aih_only,0,2,0,2,,1.70924352090989e-05,,,1.18462063267766e-05,2.23386640914212e-05,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Macrophage 2,,,0.000117983670756246,4.15128377285083e-05,aih_only,0,2,0,2,,7.97482542423772e-05,,,4.15128377285083e-05,0.000117983670756246,,FALSE,FALSE,FALSE,FALSE,,AIH
CCL2-CCR2,Cholangiocyte,Sinusoidal endothelial cell,,,8.67295352294331e-06,3.10461776771944e-06,aih_only,0,2,0,2,,5.88878564533138e-06,,,3.10461776771944e-06,8.67295352294331e-06,,FALSE,FALSE,FALSE,FALSE,,AIH
