source,target,ligand,receptor,irH_mean,AIH_mean,log2FC,enrich_strength,coherent,direction,irH_s1,irH_s2,AIH_s1,AIH_s2,abs_log2FC
Ig+ hepatocyte,IgM+ B cell,HLA-B,CD3D,0,0.346608670049465,-5.1562698738046,0.346608670049465,TRUE,AIH,0,0,0.202867115093723,0.490350225005208,5.1562698738046
CD8+ T cell 2,Cholangiocyte,C1QB,C1QBP,0,0.351546246715398,-5.17610829431711,0.351546246715398,TRUE,AIH,0,0,0.455509722868358,0.247582770562439,5.17610829431711
IgM+ B cell,Sinusoidal endothelial cell,TGFB1,SMAD3,0,0.367015152782152,-5.23655060353873,0.367015152782152,TRUE,AIH,0,0,0.349089149248572,0.384941156315733,5.23655060353873
Sinusoidal endothelial cell,CD4+ T cell,HLA-B,CD8B,0.00678098389084286,0.648654154768164,-5.29462192523494,0.648654154768164,TRUE,AIH,0,0.0135619677816857,0.62781218242555,0.669496127110777,5.29462192523494
IgM+ B cell,Sinusoidal endothelial cell,S100A9,CD68,0,0.387469366732289,-5.31277176996003,0.387469366732289,TRUE,AIH,0,0,0.0902164699003516,0.684722263564226,5.31277176996003
Sinusoidal endothelial cell,IgM+ B cell,HLA-B,CD3D,0,0.390598339852585,-5.32408453727761,0.390598339852585,TRUE,AIH,0,0,0.210939512529638,0.570257167175532,5.32408453727761
CD8+ T cell 2,Cholangiocyte,SOCS2,EPOR,0,0.393495016416957,-5.33447894971646,0.393495016416957,TRUE,AIH,0,0,0.335295803989018,0.451694228844896,5.33447894971646
Cholangiocyte,CD8+ T cell 2,FN1,CD44,0,0.404291751732398,-5.37257519241128,0.404291751732398,TRUE,AIH,0,0,0.0757297673709135,0.732853736093883,5.37257519241128
CD8+ T cell 2,Vascular endothelial cell,FN1,CD44,0,0.410133266192275,-5.39277511796609,0.410133266192275,TRUE,AIH,0,0,0.372485127789043,0.447781404595507,5.39277511796609
Hepatocyte 1,CD4+ T cell,IL15,IL2RA,0,0.413333138544983,-5.40372152222364,0.413333138544983,TRUE,AIH,0,0,0.311155661737501,0.515510615352466,5.40372152222364
IgM+ B cell,Ig+ hepatocyte,DCN,EGFR,0.0165102261547963,1.12942030892133,-5.42560723811249,1.12942030892133,TRUE,AIH,0.0330204523095926,0,1.31143951600382,0.947401101838836,5.42560723811249
Hepatocyte 2,CD4+ T cell,CXCL11,CCR5,0,0.421527789128153,-5.4313815626264,0.421527789128153,TRUE,AIH,0,0,0.622606037871185,0.220449540385121,5.4313815626264
CD4+ T cell,Sinusoidal endothelial cell,HLA-B,LILRB2,0,0.439295580596443,-5.4895929660455,0.439295580596443,TRUE,AIH,0,0,0.225953022613033,0.652638138579854,5.4895929660455
Vascular endothelial cell,CD8+ T cell 2,VCAN,CD44,0,0.441569742350607,-5.49687691575652,0.441569742350607,TRUE,AIH,0,0,0.595230975199582,0.287908509501632,5.49687691575652
CD8+ T cell 3,Cholangiocyte,CEACAM1,EGFR,0,0.45724489240367,-5.54610698840478,0.45724489240367,TRUE,AIH,0,0,0.428970423662235,0.485519361145105,5.54610698840478
IgM+ B cell,IgG+ plasmablast / plasma cell,CCL5,SDC1,0,0.46248616276987,-5.56220017407165,0.46248616276987,TRUE,AIH,0,0,0.585118766970505,0.339853558569236,5.56220017407165
Hepatocyte 2,CD4+ T cell,CEACAM1,HAVCR2,0,0.477800530910572,-5.60821942321751,0.477800530910572,TRUE,AIH,0,0,0.412491115948564,0.543109945872579,5.60821942321751
CD4+ T cell,Sinusoidal endothelial cell,TGFB1,SMAD3,0,0.497324504411616,-5.66483694102431,0.497324504411616,TRUE,AIH,0,0,0.446026309521374,0.548622699301857,5.66483694102431
Sinusoidal endothelial cell,IgM+ B cell,CCL16,CCR1,0,0.521749243699476,-5.73267417114704,0.521749243699476,TRUE,AIH,0,0,0.494323742229237,0.549174745169714,5.73267417114704
Vascular endothelial cell,CD8+ T cell 2,IL15,IL15RA_IL2RB_IL2RG,0,0.525396138696789,-5.74253482911618,0.525396138696789,TRUE,AIH,0,0,0.564558597164112,0.486233680229467,5.74253482911618
IgG+ B cell,Hepatocyte 4,C1QB,C1QBP,0,0.527926809022652,-5.74933798617626,0.527926809022652,TRUE,AIH,0,0,0.668863902700735,0.386989715344569,5.74933798617626
Sinusoidal endothelial cell,CD4+ T cell,ICAM1,IL2RA,0,0.528749234082225,-5.75154200806996,0.528749234082225,TRUE,AIH,0,0,0.381175422463256,0.676323045701193,5.75154200806996
Hepatocyte 3,IgM+ B cell,CCL16,CCR1,0,0.53434088321009,-5.76643848992419,0.53434088321009,TRUE,AIH,0,0,0.655920654235755,0.412761112184425,5.76643848992419
Hepatocyte 2,CD4+ T cell,CCL15,CCR1,0,0.551666761634103,-5.81164252439371,0.551666761634103,TRUE,AIH,0,0,0.883373671126991,0.219959852141216,5.81164252439371
Sinusoidal endothelial cell,CD4+ T cell,CXCL11,CCR5,0,0.601707397582694,-5.93476981806346,0.601707397582694,TRUE,AIH,0,0,0.164985601547705,1.03842919361768,5.93476981806346
Hepatocyte 2,CD4+ T cell,HLA-B,CD8B,0,0.625969283525026,-5.99088518181796,0.625969283525026,TRUE,AIH,0,0,0.660392284161813,0.591546282888239,5.99088518181796
Sinusoidal endothelial cell,CD4+ T cell,IL15,IL2RA,0,0.636621785111353,-6.01485020851077,0.636621785111353,TRUE,AIH,0,0,0.389783327372448,0.883460242850257,6.01485020851077
CD4+ T cell,Hepatocyte 2,ICAM1,EGFR,0,0.639324999847913,-6.02086885093701,0.639324999847913,TRUE,AIH,0,0,0.303884045535157,0.974765954160668,6.02086885093701
Hepatocyte 1,CD4+ T cell,CXCL11,CCR5,0,0.65296532963421,-6.05086152016843,0.65296532963421,TRUE,AIH,0,0,0.954343505092018,0.351587154176401,6.05086152016843
Cholangiocyte,CD8+ T cell 2,FN1,NT5E,0,0.683932965904188,-6.1167243997247,0.683932965904188,TRUE,AIH,0,0,0.414487382645391,0.953378549162984,6.1167243997247
IgM+ B cell,IgG+ plasmablast / plasma cell,LTB,CD40,0,0.715227351869951,-6.18036143208058,0.715227351869951,TRUE,AIH,0,0,0.69826777433992,0.732186929399982,6.18036143208058
Hepatocyte 1,CD4+ T cell,HLA-B,CD8B,0,0.726082704264326,-6.20179596759449,0.726082704264326,TRUE,AIH,0,0,0.749740826195939,0.702424582332713,6.20179596759449
Cholangiocyte,CD8+ T cell 2,FN1,SDC1,0,0.726729685766339,-6.20306347059875,0.726729685766339,TRUE,AIH,0,0,0.455057191365309,0.998402180167369,6.20306347059875
Hepatocyte 1,CD4+ T cell,FADD,FAS,0,0.727312921820088,-6.2042051361137,0.727312921820088,TRUE,AIH,0,0,1.17801872816977,0.276607115470411,6.2042051361137
CD8+ T cell 2,Vascular endothelial cell,FN1,NT5E,0,0.75231138160501,-6.25230851115789,0.75231138160501,TRUE,AIH,0,0,0.954343505092018,0.550279258118002,6.25230851115789
Sinusoidal endothelial cell,CD4+ T cell,CD86,CTLA4,0,0.780178862705165,-6.30410734960803,0.780178862705165,TRUE,AIH,0,0,0.521928531792647,1.03842919361768,6.30410734960803
Hepatocyte 2,CD4+ T cell,ICOSLG,CTLA4,0,0.795463213200519,-6.33174679512261,0.795463213200519,TRUE,AIH,0,0,0.552497232783356,1.03842919361768,6.33174679512261
CD4+ T cell,Hepatocyte 1,FADD,FAS,0,0.807954542638801,-6.35394876332107,0.807954542638801,TRUE,AIH,0,0,1.0034314226177,0.612477662659905,6.35394876332107
Hepatocyte 2,CD4+ T cell,CXCL11,CXCR3,0,0.814294151879238,-6.36508735429745,0.814294151879238,TRUE,AIH,0,0,0.954343505092018,0.674244798666458,6.36508735429745
Sinusoidal endothelial cell,CD4+ T cell,CXCL11,CXCR3,0,0.824066442914237,-6.3820904102656,0.824066442914237,TRUE,AIH,0,0,0.529372855990078,1.11876002983839,6.3820904102656
Cholangiocyte,CD8+ T cell 3,FN1,CD44,0,0.869842019486007,-6.45917259799546,0.869842019486007,TRUE,AIH,0,0,0.525882349379113,1.2138016895929,6.45917259799546
Hepatocyte 4,IgG+ B cell,FN1,SDC1,0,0.887378329894517,-6.48764444077906,0.887378329894517,TRUE,AIH,0,0,1.52573184883524,0.249024810953796,6.48764444077906
Hepatocyte 1,CD4+ T cell,CXCL11,CXCR3,0,0.892924586710793,-6.49653359209326,0.892924586710793,TRUE,AIH,0,0,0.954343505092018,0.831505668329567,6.49653359209326
Ig+ hepatocyte,IgM+ B cell,SPON2,ITGAM,0,0.89718991077344,-6.50333269046064,0.89718991077344,TRUE,AIH,0,0,0.954343505092018,0.840036316454861,6.50333269046064
Sinusoidal endothelial cell,CD4+ T cell,CCL21,CCR7,0,0.99638634935485,-6.65304044849206,0.99638634935485,TRUE,AIH,0,0,0.954343505092018,1.03842919361768,6.65304044849206
Hepatocyte 1,CD4+ T cell,CCL20,CXCR3,0,0.99638634935485,-6.65304044849206,0.99638634935485,TRUE,AIH,0,0,0.954343505092018,1.03842919361768,6.65304044849206
Sinusoidal endothelial cell,CD4+ T cell,CCL5,CCR4,0,0.99638634935485,-6.65304044849206,0.99638634935485,TRUE,AIH,0,0,0.954343505092018,1.03842919361768,6.65304044849206
Hepatocyte 1,CD4+ T cell,ICAM1,IL2RA,0,1.01599051223384,-6.68087357957302,1.01599051223384,TRUE,AIH,0,0,0.99355183084999,1.03842919361768,6.68087357957302
Hepatocyte 2,CD4+ T cell,ICOSLG,CD28,0,1.01891786590338,-6.68498401245052,1.01891786590338,TRUE,AIH,0,0,0.999406538189074,1.03842919361768,6.68498401245052
IgG+ B cell,Hepatocyte 4,TGFB1,EGFR,0,1.04436691748944,-6.72023319899406,1.04436691748944,TRUE,AIH,0,0,1.55331830711232,0.535415527866561,6.72023319899406
Sinusoidal endothelial cell,IgM+ B cell,CCL16,CCR2,0,1.04621741399763,-6.7227630223987,1.04621741399763,TRUE,AIH,0,0,0.7127437141365,1.37969111385875,6.7227630223987
CD8+ T cell 2,Cholangiocyte,FN1,NT5E,0,1.04807789368798,-6.72530202960925,1.04807789368798,TRUE,AIH,0,0,0.706730750264374,1.38942503711158,6.72530202960925
Hepatocyte 3,IgM+ B cell,CCL16,CCR2,0,1.06077386042007,-6.74251001542878,1.06077386042007,TRUE,AIH,0,0,0.870690579356468,1.25085714148367,6.74251001542878
Ig+ hepatocyte,IgM+ B cell,CCL16,CCR1,0.0061593475971741,1.81061655330441,-6.81591433960978,1.81061655330441,TRUE,AIH,0.0123186951943482,0,2.03805596425756,1.58317714235126,6.81591433960978
CD4+ T cell,Hepatocyte 2,LTB,CD40,0,1.12151825236873,-6.82211604648687,1.12151825236873,TRUE,AIH,0,0,1.10295107265615,1.1400854320813,6.82211604648687
Hepatocyte 2,CD4+ T cell,CXCL9,CXCR3,0,1.16444752266902,-6.87583844124611,1.16444752266902,TRUE,AIH,0,0,1.29046585172036,1.03842919361768,6.87583844124611
CD4+ T cell,Hepatocyte 2,CD40LG,CD40,0,1.16799445767324,-6.88018894124688,1.16799445767324,TRUE,AIH,0,0,1.04620250762071,1.28978640772577,6.88018894124688
Hepatocyte 2,CD4+ T cell,CXCL10,CXCR3,0,1.17297873928624,-6.88628033530202,1.17297873928624,TRUE,AIH,0,0,1.3075282849548,1.03842919361768,6.88628033530202
Hepatocyte 2,CD4+ T cell,CXCL9,FCGR2A,0,1.20433730052142,-6.92402539736503,1.20433730052142,TRUE,AIH,0,0,1.6382449093572,0.770429691685631,6.92402539736503
Hepatocyte 1,CD4+ T cell,CXCL10,CXCR3,0,1.34979118563423,-7.08724131288291,1.34979118563423,TRUE,AIH,0,0,1.66115317765079,1.03842919361768,7.08724131288291
CD4+ T cell,Sinusoidal endothelial cell,CD28,CD86,0,1.38374845283771,-7.12282639331199,1.38374845283771,TRUE,AIH,0,0,1.13644172485341,1.63105518082201,7.12282639331199
Sinusoidal endothelial cell,CD4+ T cell,CD86,CD28,0,1.38374845283771,-7.12282639331199,1.38374845283771,TRUE,AIH,0,0,1.13644172485341,1.63105518082201,7.12282639331199
Hepatocyte 1,CD4+ T cell,CXCL9,CXCR3,0,1.40130301888541,-7.14088396999091,1.40130301888541,TRUE,AIH,0,0,1.76417684415314,1.03842919361768,7.14088396999091
Hepatocyte 1,CD4+ T cell,CXCL9,FCGR2A,0,1.43520858173667,-7.17513391649427,1.43520858173667,TRUE,AIH,0,0,1.96700506444555,0.903412099027792,7.17513391649427
Sinusoidal endothelial cell,CD4+ T cell,CXCL12,CXCR3,0,1.57277236246255,-7.30630996883689,1.57277236246255,TRUE,AIH,0,0,1.93099308802393,1.21455163690117,7.30630996883689
Hepatocyte 2,CD4+ T cell,CCL16,CCR5,0,1.67377923888639,-7.39555918813054,1.67377923888639,TRUE,AIH,0,0,1.46870000232701,1.87885847544577,7.39555918813054
CD8+ T cell 3,Cholangiocyte,DCN,EGFR,0,1.79710248815489,-7.49753451941934,1.79710248815489,TRUE,AIH,0,0,2.10666457311258,1.4875404031972,7.49753451941934
Hepatocyte 1,CD4+ T cell,CCL16,CCR5,0,2.16306068269048,-7.76358465209615,2.16306068269048,TRUE,AIH,0,0,2.10666457311258,2.21945679226839,7.76358465209615
Ig+ hepatocyte,IgM+ B cell,CCL16,CCR2,0,2.16306068269048,-7.76358465209615,2.16306068269048,TRUE,AIH,0,0,2.10666457311258,2.21945679226839,7.76358465209615
Sinusoidal endothelial cell,CD4+ T cell,CCL14,CCR5,0,2.49002330596027,-7.96579773395672,2.49002330596027,TRUE,AIH,0,0,2.19826148123384,2.7817851306867,7.96579773395672
