source,target,pathway_label,direction,log2FC,p_perm,BH_FDR
Hepatocyte 4,Hepatocyte 1,VEGF,irHep,5.73592409018881,0.0099009900990099,0.010590318772137
Vascular endothelial cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,5.7298001231911,0.00100286648697995,0.00289071096690355
Hepatocyte 2,CD8+ T cell 2,CCL_CCR1,irHep,5.68794612177884,0.00100286648697995,0.00289071096690355
IgM+ B cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,5.65596138529653,0.00100286648697995,0.00289071096690355
Macrophage 1,CD8+ T cell 1,FN1,irHep,5.65261505117496,0.0034986124125582,0.00934004563709735
Hepatocyte 3,Cholangiocyte,MHC-I_CD8A,irHep,5.48911832688424,0.02,0.0205263157894737
Vascular endothelial cell,CD4+ T cell,CSF,irHep,5.42247262978985,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 3,FN1,irHep,5.4164227753078,0.01,0.010590318772137
Hepatocyte 4,IgG+ B cell,MHC-I_CD8A,irHep,5.406749299188,0.04,0.04
CD8+ T cell 1,CD4+ T cell,FN1,irHep,5.39930345473101,0.0099009900990099,0.010590318772137
Vascular endothelial cell,IgM+ B cell,CSF,irHep,5.39690372893843,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Cholangiocyte,CCL_CCR1,irHep,5.36777179685295,0.0099009900990099,0.010590318772137
Macrophage 2,CD4+ T cell,MHC-I_CD8B,irHep,5.33357111858013,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 2,FN1,irHep,5.33231485934371,0.04,0.04
CD8+ T cell 3,Cholangiocyte,CCL_CCR1,irHep,5.32795315781657,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 2,CCL_CCR1,irHep,5.29516148206951,0.00190343863828325,0.00533557643293773
Sinusoidal endothelial cell,IgM+ B cell,MHC-I_CD8A,irHep,5.29125011689401,0.02,0.0205263157894737
Hepatocyte 3,CD8+ T cell 3,CCL_CCR1,irHep,5.27241986616008,0.00100286648697995,0.00289071096690355
Hepatocyte 4,CD8+ T cell 2,CCL_CCR1,irHep,5.25119116486934,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,Macrophage 1,FN1,irHep,5.17769930048317,0.00101190997057716,0.00289071096690355
IgG+ plasmablast / plasma cell,CD4+ T cell,MHC-I_CD8B,irHep,5.09286285366704,0.0099009900990099,0.010590318772137
Stellate cell,CD8+ T cell 2,CCL_CCR1,irHep,5.07631524997063,0.00270940942994888,0.00736466745049742
Vascular endothelial cell,IgG+ plasmablast / plasma cell,CSF,irHep,5.07347604446377,0.0099009900990099,0.010590318772137
CD4+ T cell,IgM+ B cell,CXCL_CXCR5,irHep,5.04953699586727,0.0099009900990099,0.010590318772137
Stellate cell,CD4+ T cell,MHC-I_CD8B,irHep,5.02776943724518,0.0099009900990099,0.010590318772137
Stellate cell,CD8+ T cell 1,CCL_CCR1,irHep,5.01320170703509,0.01,0.010590318772137
Cholangiocyte,Hepatocyte 1,VEGF,irHep,5.00628000200313,0.0099009900990099,0.010590318772137
Macrophage 2,CD8+ T cell 1,CXCL_CXCR4,irHep,4.99852789526458,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 2,CSF,irHep,4.95425418841302,0.03,0.0303382187147689
Macrophage 1,CD8+ T cell 1,CCL_CCR1,irHep,4.94762440807123,0.01,0.010590318772137
Macrophage 1,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,4.92998318046901,0.00100286648697995,0.00289071096690355
Hepatocyte 3,Macrophage 2,CCL_CCR1,irHep,4.92414307432427,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,CD4+ T cell,FN1,irHep,4.79449795196775,0.0099009900990099,0.010590318772137
IgG+ B cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,4.78783007575251,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD8+ T cell 3,CXCL_CXCR3,irHep,4.7564141542401,0.0099009900990099,0.010590318772137
Macrophage 1,CD4+ T cell,FN1,irHep,4.67005243236754,0.00270940942994888,0.00736466745049742
IgG+ plasmablast / plasma cell,Macrophage 1,FN1,irHep,4.64958507015111,0.0099009900990099,0.010590318772137
Macrophage 2,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,4.61120217615833,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,4.5955438817329,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,CD8+ T cell 1,CXCL_CXCR4,irHep,4.56472096883931,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 2,CCL_CCR1,irHep,4.54917148889979,0.02,0.0205263157894737
CD8+ T cell 2,Cholangiocyte,CCL_CCR1,irHep,4.5196761121376,0.0099009900990099,0.010590318772137
Cholangiocyte,Hepatocyte 4,VEGF,irHep,4.50933317315472,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgM+ B cell,CSF,irHep,4.4739937951047,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD4+ T cell,CSF,irHep,4.46743479500403,0.0099009900990099,0.010590318772137
Cholangiocyte,Macrophage 1,CCL_CCR1,irHep,4.43622633173874,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD8+ T cell 1,CXCL_CXCR4,irHep,4.36972648016187,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 2,CCL_CCR1,irHep,4.36726472467918,0.01,0.010590318772137
Hepatocyte 1,Cholangiocyte,CCL_CCR1,irHep,4.35952671051234,0.04,0.04
Sinusoidal endothelial cell,IgM+ B cell,FN1,irHep,4.27072456853231,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 1,CXCL_CXCR4,irHep,4.22496449568823,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD8+ T cell 3,CXCL_CXCR3,irHep,4.19900765316982,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Cholangiocyte,FN1,irHep,4.18148356475626,0.01,0.010590318772137
CD8+ T cell 3,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,4.17386562141904,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD8+ T cell 2,CCL_CCR1,irHep,4.0432789744084,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 1,CXCL_CXCR4,irHep,4.03304589508474,0.0099009900990099,0.010590318772137
IgM+ B cell,IgM+ B cell,CXCL_CXCR5,irHep,3.98792176838535,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 3,CCL_CCR1,irHep,3.98064845232741,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,3.97711655844466,0.00100286648697995,0.00289071096690355
Vascular endothelial cell,Cholangiocyte,CSF,irHep,3.97053415624336,0.0099009900990099,0.010590318772137
Macrophage 2,CD8+ T cell 1,CCL_CCR1,irHep,3.94604580270027,0.01,0.010590318772137
Cholangiocyte,IgG+ plasmablast / plasma cell,IL2,irHep,3.89397578006203,0.0099009900990099,0.010590318772137
CD4+ T cell,CD4+ T cell,CCL_CCR1,irHep,3.89198488010725,0.0099009900990099,0.010590318772137
Macrophage 2,Macrophage 1,FN1,irHep,3.84730487009679,0.01,0.010590318772137
CD8+ T cell 3,IgG+ plasmablast / plasma cell,CSF,irHep,3.84695906259665,0.01,0.010590318772137
Cholangiocyte,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,3.81223626563692,0.00188656307371672,0.00532153168906885
Cholangiocyte,CD8+ T cell 3,CXCL_CXCR3,irHep,3.78961613071356,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 2,CSF,irHep,3.72080562378131,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Cholangiocyte,EGF,irHep,3.70379902970234,0.0099009900990099,0.010590318772137
Stellate cell,Cholangiocyte,CSF,irHep,3.69955342916114,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 1,CXCL_CXCR4,irHep,3.62933087469083,0.0099009900990099,0.010590318772137
IgG+ B cell,CD4+ T cell,MHC-I_CD8B,irHep,3.60324639815143,0.0099009900990099,0.010590318772137
IgM+ B cell,Macrophage 1,CCL_CCR1,irHep,3.55950001619836,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD8+ T cell 1,CXCL_CXCR4,irHep,3.55061272304827,0.0099009900990099,0.010590318772137
Macrophage 2,CD8+ T cell 3,CXCL_CXCR3,irHep,3.54703677871322,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 1,CCL_CCR1,irHep,3.53107482227142,0.01,0.010590318772137
IgG+ B cell,CD8+ T cell 1,CXCL_CXCR4,irHep,3.51525402255268,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 1,CCL_CCR1,irHep,3.50962167544893,0.0099009900990099,0.010590318772137
Macrophage 1,Cholangiocyte,FN1,irHep,3.48220066563999,0.02,0.0205263157894737
Cholangiocyte,CD8+ T cell 3,CCL_CCR5,irHep,3.47173157462558,0.0099009900990099,0.010590318772137
Cholangiocyte,IgM+ B cell,CXCL_CXCR5,irHep,3.46042721818787,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 1,FN1,irHep,3.43290970425437,0.01,0.010590318772137
Hepatocyte 2,CD8+ T cell 1,CXCL_CXCR4,irHep,3.4204525872617,0.0099009900990099,0.010590318772137
CD8+ T cell 1,IgM+ B cell,CSF,irHep,3.41644165743572,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 1,CXCL_CXCR4,irHep,3.3793402325045,0.0099009900990099,0.010590318772137
CD8+ T cell 2,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,3.34843234246001,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,CD8+ T cell 3,LCK,irHep,3.34383719890458,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 1,LCK,irHep,3.30419236567527,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,Cholangiocyte,CSF,irHep,3.27990922978721,0.0099009900990099,0.010590318772137
IgG+ B cell,CD8+ T cell 3,CXCL_CXCR3,irHep,3.1567884204525,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Cholangiocyte,CSF,irHep,3.15603395548515,0.04,0.04
Cholangiocyte,Cholangiocyte,CCL_CCR1,irHep,3.14516877047344,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Hepatocyte 1,EGF,irHep,3.12560253316281,0.0099009900990099,0.010590318772137
Cholangiocyte,Macrophage 2,CCL_CCR1,irHep,3.08677961773034,0.0099009900990099,0.010590318772137
CD4+ T cell,Cholangiocyte,CCL_CCR1,irHep,3.0775542819096,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 1,CXCL_CXCR4,irHep,3.06808485248171,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 1,CCL_CCR1,irHep,3.03133718079922,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Macrophage 1,CXCL_CXCR2,irHep,3.02897815535287,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Macrophage 1,CCL_CCR1,irHep,2.99732673373305,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Cholangiocyte,FN1,irHep,2.95911611707503,0.01,0.010590318772137
Stellate cell,CD8+ T cell 2,CSF,irHep,2.95709710325485,0.00270940942994888,0.00736466745049742
Macrophage 2,CD4+ T cell,CCL_CCR7,irHep,2.95434475545142,0.0099009900990099,0.010590318772137
Hepatocyte 1,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,2.93887242656345,0.00270940942994888,0.00736466745049742
CD8+ T cell 2,Cholangiocyte,CSF,irHep,2.92409095136379,0.01,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 3,CCL_CCR1,irHep,2.91358766449048,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 3,CXCL_CXCR3,irHep,2.87894213153652,0.0099009900990099,0.010590318772137
CD4+ T cell,IgG+ plasmablast / plasma cell,CCL_CCR1,irHep,2.87701335076744,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD8+ T cell 2,CSF,irHep,2.86707221914538,0.02,0.0205263157894737
Hepatocyte 2,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,2.84944541273034,0.00270940942994888,0.00736466745049742
Cholangiocyte,CD8+ T cell 2,CCL_CCR1,irHep,2.84707496100867,0.0099009900990099,0.010590318772137
Hepatocyte 3,CD4+ T cell,MHC-I_CD8B,irHep,2.83271038152891,0.0099009900990099,0.010590318772137
IgM+ B cell,Macrophage 1,FN1,irHep,2.68738883898073,0.01,0.010590318772137
Cholangiocyte,CD8+ T cell 1,CXCL_CXCR4,irHep,2.64985868222298,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 3,CCL_CCR1,irHep,2.64894159042237,0.02,0.0205263157894737
IgG+ plasmablast / plasma cell,CD8+ T cell 3,CXCL_CXCR3,irHep,2.61266250568573,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 1,CCL_CCR1,irHep,2.59867053495414,0.01,0.010590318772137
IgG+ plasmablast / plasma cell,CD4+ T cell,LCK,irHep,2.59398550179314,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 1,CCL_CCR5,irHep,2.57671329654365,0.0099009900990099,0.010590318772137
Cholangiocyte,CD8+ T cell 2,CCL_CCR5,irHep,2.48902698688785,0.0099009900990099,0.010590318772137
Cholangiocyte,CD4+ T cell,CXCL_CXCR6,irHep,2.48727878612956,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Cholangiocyte,CSF,irHep,2.45136080541127,0.02,0.0205263157894737
Cholangiocyte,Cholangiocyte,CXCL_CXCR6,irHep,2.40487659749489,0.0099009900990099,0.010590318772137
Hepatocyte 4,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,2.35668025882395,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,IgM+ B cell,CCL_CCR7,irHep,2.30194450260224,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD8+ T cell 1,CXCL_CXCR4,irHep,2.28337297394776,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Stellate cell,CSF,irHep,2.26589391330532,0.04,0.04
Hepatocyte 1,IgG+ plasmablast / plasma cell,IL2,irHep,2.2099314437233,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Hepatocyte 2,EGF,irHep,2.20025964433764,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgG+ plasmablast / plasma cell,IL2,irHep,2.18327478173236,0.0099009900990099,0.010590318772137
Cholangiocyte,IgM+ B cell,CCL_CCR1,irHep,2.17844824206467,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Cholangiocyte,IL2,irHep,2.01305408105972,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 1,CCL_CCR1,irHep,1.97737016960862,0.01,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,IL2,irHep,1.92569708734631,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,EGF,irHep,1.90502340761956,0.0099009900990099,0.010590318772137
Cholangiocyte,CD4+ T cell,CCL_CCR1,irHep,1.8753990562336,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,IgM+ B cell,CXCL_CXCR5,irHep,1.84299896923907,0.0099009900990099,0.010590318772137
Hepatocyte 4,IgM+ B cell,CSF,irHep,1.8205395948561,0.04,0.04
IgG+ plasmablast / plasma cell,Stellate cell,EGF,irHep,1.77436264688786,0.0099009900990099,0.010590318772137
Hepatocyte 3,IgG+ plasmablast / plasma cell,CXCL_CXCR4,irHep,1.71188854439628,0.0099009900990099,0.010590318772137
Macrophage 1,Cholangiocyte,CXCL_CXCR6,irHep,1.67906339246599,0.0099009900990099,0.010590318772137
Hepatocyte 3,CD8+ T cell 1,CXCL_CXCR4,irHep,1.67422437867511,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Macrophage 2,CCL_CCR1,irHep,1.65787395403715,0.01,0.010590318772137
CD8+ T cell 1,Hepatocyte 4,CCL_CCR1,irHep,1.62062596296782,0.0099009900990099,0.010590318772137
IgM+ B cell,Macrophage 2,CCL_CCR1,irHep,1.61535836880549,0.04,0.04
Cholangiocyte,IgG+ plasmablast / plasma cell,CCL_CCR1,irHep,1.43715308828297,0.0099009900990099,0.010590318772137
IgG+ B cell,CD4+ T cell,CCL_CCR7,irHep,1.43051143253758,0.0099009900990099,0.010590318772137
IgM+ B cell,IgM+ B cell,CCL_CCR1,irHep,1.33028372982869,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Hepatocyte 4,CCL_CCR1,irHep,1.20833702665372,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Vascular endothelial cell,EGF,irHep,1.13179506024388,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 1,PD-L1,irHep,1.10263709956893,0.0099009900990099,0.010590318772137
CD8+ T cell 2,Hepatocyte 4,CCL_CCR1,irHep,1.08750305409382,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD4+ T cell,CXCL_CXCR6,irHep,1.07240000311712,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 3,CXCL_CXCR3,irHep,1.02936706648735,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 1,PDL2,irHep,1.01362705900545,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 1,PDL2,irHep,0.986189693608885,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Cholangiocyte,CXCL_CXCR6,irHep,0.960766351571259,0.0099009900990099,0.010590318772137
IgM+ B cell,CD4+ T cell,CCL_CCR1,irHep,0.86937305082881,0.0099009900990099,0.010590318772137
CD4+ T cell,Stellate cell,CCL_CCR1,irHep,0.86086389253999,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Macrophage 2,CXCL_CXCR2,irHep,0.812766202471587,0.0099009900990099,0.010590318772137
Macrophage 2,IgM+ B cell,CCL_CCR7,irHep,0.738600134157397,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 2,CCL_CCR1,irHep,0.704253464946463,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Sinusoidal endothelial cell,EGF,irHep,0.697063257221115,0.0099009900990099,0.010590318772137
Macrophage 1,IgM+ B cell,CXCL_CXCR5,irHep,0.651176570962307,0.0099009900990099,0.010590318772137
CD8+ T cell 1,IgM+ B cell,CCL_CCR7,irHep,0.56208216864394,0.0099009900990099,0.010590318772137
IgM+ B cell,IgG+ plasmablast / plasma cell,CCL_CCR1,irHep,0.463375483067437,0.0099009900990099,0.010590318772137
CD4+ T cell,Sinusoidal endothelial cell,CCL_CCR1,irHep,0.413036343050622,0.0099009900990099,0.010590318772137
Cholangiocyte,Stellate cell,CCL_CCR1,irHep,0.4044192229939,0.02,0.0205263157894737
IgM+ B cell,Cholangiocyte,CCL_CCR1,irHep,0.401449393436857,0.0099009900990099,0.010590318772137
CD8+ T cell 2,Cholangiocyte,CXCL_CXCR6,irHep,0.320543738099525,0.0099009900990099,0.010590318772137
IgG+ B cell,IgM+ B cell,CCL_CCR7,irHep,0.248839497451095,0.0099009900990099,0.010590318772137
CD4+ T cell,Hepatocyte 4,CCL_CCR1,irHep,0.210012162480663,0.0099009900990099,0.010590318772137
Cholangiocyte,Sinusoidal endothelial cell,CCL_CCR1,irHep,0.19484591559326,0.02,0.0205263157894737
Cholangiocyte,Hepatocyte 4,CCL_CCR1,irHep,0.0962921428942209,0.02,0.0205263157894737
Stellate cell,CD8+ T cell 1,PDL2,irHep,0.0666573582702122,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Macrophage 1,EGF,irHep,0.0572414180451515,0.0099009900990099,0.010590318772137
IgM+ B cell,Stellate cell,CCL_CCR1,irHep,0.0445009021429419,0.0099009900990099,0.010590318772137
IgM+ B cell,Sinusoidal endothelial cell,CCL_CCR1,irHep,0.0202833591830842,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 1,CXCL_CXCR2,irHep,0.0169132350538108,0.0099009900990099,0.010590318772137
IgM+ B cell,Hepatocyte 4,CCL_CCR1,irHep,0.00979576914814469,0.0099009900990099,0.010590318772137
