source,target,pathway_label,direction,log2FC,p_perm,BH_FDR
Sinusoidal endothelial cell,IgM+ B cell,CCL_CCR1,AIH,-5.4353833951261,0.00270940942994888,0.00736466745049742
CD8+ T cell 2,CD8+ T cell 2,CEACAM,AIH,-5.42925660299942,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD8+ T cell 1,CD86,AIH,-5.42584518034894,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,IgM+ B cell,FASLG,AIH,-5.42534775607449,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,CD8+ T cell 3,CCL_CCR1,AIH,-5.41473772826195,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 1,VEGF,AIH,-5.40963441518203,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 1,CCL_CCR5,AIH,-5.40589931483887,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,Ig+ hepatocyte,CSF,AIH,-5.38939327720986,0.03,0.0303382187147689
Stellate cell,CD8+ T cell 3,IL2,AIH,-5.35652990185298,0.00100286648697995,0.00289071096690355
Hepatocyte 4,CD4+ T cell,CSF,AIH,-5.35045984123471,0.02,0.0205263157894737
Ig+ hepatocyte,CD4+ T cell,CCL_CCR1,AIH,-5.3342629809623,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 1,VEGF,AIH,-5.33079571415585,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,Macrophage 1,VEGF,AIH,-5.31804507481886,0.00100286648697995,0.00289071096690355
Hepatocyte 3,Sinusoidal endothelial cell,CCL_CCR1,AIH,-5.31752403492433,0.0099009900990099,0.010590318772137
Hepatocyte 4,Macrophage 1,CCL_CCR1,AIH,-5.29879922579169,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 3,IL2,AIH,-5.28158042011398,0.00100286648697995,0.00289071096690355
Hepatocyte 1,CD8+ T cell 2,CXCL_CXCR3,AIH,-5.27951762612195,0.0099009900990099,0.010590318772137
Vascular endothelial cell,IgM+ B cell,CCL_CCR2,AIH,-5.26884631862501,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Ig+ hepatocyte,LCK,AIH,-5.23978067644959,0.03,0.0303382187147689
Vascular endothelial cell,Sinusoidal endothelial cell,CCL_CCR1,AIH,-5.2347760388395,0.00100286648697995,0.00289071096690355
Stellate cell,CD8+ T cell 1,CD86,AIH,-5.23331814397847,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 3,VEGF,AIH,-5.23104037310815,0.00100286648697995,0.00289071096690355
Hepatocyte 1,Ig+ hepatocyte,CCL_CCR1,AIH,-5.2228367483016,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Hepatocyte 2,CEACAM,AIH,-5.22186623709578,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 2,CXCL_CXCR6,AIH,-5.20516189990288,0.00100286648697995,0.00289071096690355
Hepatocyte 1,Sinusoidal endothelial cell,EPO,AIH,-5.18426450963061,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell,CCL_CCR2,AIH,-5.17277685035332,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD4+ T cell,CCL_CCR1,AIH,-5.14312061093865,0.0099009900990099,0.010590318772137
Macrophage 1,IgM+ B cell,CCL_CCR1,AIH,-5.13587572663318,0.00101190997057716,0.00289071096690355
Hepatocyte 4,CD8+ T cell 2,CEACAM,AIH,-5.13383555980844,0.00100286648697995,0.00289071096690355
CD4+ T cell,IgG+ plasmablast / plasma cell,CCL_CCR2,AIH,-5.13216130395391,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Stellate cell,CCL_CCR1,AIH,-5.12969696176319,0.0099009900990099,0.010590318772137
IgM+ B cell,Macrophage 2,CCL_CCR2,AIH,-5.12855355464693,0.0099009900990099,0.010590318772137
Cholangiocyte,Macrophage 2,CXCL_CXCR4,AIH,-5.1282130642863,0.0099009900990099,0.010590318772137
IgM+ B cell,IgM+ B cell,CD86,AIH,-5.12426142769297,0.0099009900990099,0.010590318772137
Hepatocyte 1,IgG+ plasmablast / plasma cell,CCL_CCR1,AIH,-5.1225469250338,0.00100286648697995,0.00289071096690355
Hepatocyte 4,Hepatocyte 1,CCL_CCR1,AIH,-5.11172429072653,0.02,0.0205263157894737
CD8+ T cell 3,Sinusoidal endothelial cell,CCL_CCR1,AIH,-5.09174292210338,0.0099009900990099,0.010590318772137
IgM+ B cell,CD4+ T cell,CCL_CCR2,AIH,-5.05276598249867,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 3,VEGF,AIH,-5.03250535261038,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,IgM+ B cell,FASLG,AIH,-5.02999149042378,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,Stellate cell,CCL_CCR1,AIH,-5.02989958252666,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 3,ICOS,AIH,-5.0241248632945,0.00100286648697995,0.00289071096690355
Macrophage 1,CD4+ T cell,CCL_CCR4,AIH,-5.0147087789318,0.00100286648697995,0.00289071096690355
Hepatocyte 2,CD8+ T cell 2,CEACAM,AIH,-5.01058295727718,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD4+ T cell,MHC-I_CD8B,AIH,-5.00516637208721,0.03,0.0303382187147689
Ig+ hepatocyte,IgM+ B cell,CXCL_CXCR4,AIH,-4.98517478400905,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgM+ B cell,CCL_CCR1,AIH,-4.98018995172726,0.00101190997057716,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 2,CCL_CCR1,AIH,-4.97915568526222,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Macrophage 2,CCL_CCR1,AIH,-4.95322931997536,0.00190343863828325,0.00533557643293773
Sinusoidal endothelial cell,CD8+ T cell 2,CD86,AIH,-4.95267706630022,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD4+ T cell,ICOS,AIH,-4.94380019556737,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD4+ T cell,MHC-I_CD8B,AIH,-4.93071089941655,0.02,0.0205263157894737
CD8+ T cell 2,Hepatocyte 2,CEACAM,AIH,-4.91753559956722,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD4+ T cell,ICOS,AIH,-4.87412176970813,0.00100286648697995,0.00289071096690355
Macrophage 1,Stellate cell,IL2,AIH,-4.86473482231729,0.00100286648697995,0.00289071096690355
Hepatocyte 1,Vascular endothelial cell,FN1,AIH,-4.85038057039383,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Ig+ hepatocyte,CCL_CCR1,AIH,-4.84499255255016,0.0099009900990099,0.010590318772137
Hepatocyte 2,CD8+ T cell 3,CXCL_CXCR6,AIH,-4.8241191359566,0.0099009900990099,0.010590318772137
Macrophage 1,Hepatocyte 1,IL2,AIH,-4.81719962162654,0.0099009900990099,0.010590318772137
Stellate cell,CD8+ T cell 3,VEGF,AIH,-4.81065057702249,0.0099009900990099,0.010590318772137
Hepatocyte 4,Ig+ hepatocyte,CEACAM,AIH,-4.80713340307123,0.00100286648697995,0.00289071096690355
Hepatocyte 3,IgM+ B cell,CCL_CCR1,AIH,-4.80113411430163,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 2,CD80,AIH,-4.78697605219837,0.00100286648697995,0.00289071096690355
Stellate cell,Stellate cell,IL2,AIH,-4.78316141518933,0.0099009900990099,0.010590318772137
Hepatocyte 2,Ig+ hepatocyte,CCL_CCR1,AIH,-4.77629097814153,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 3,CD86,AIH,-4.76833267716724,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,CD8+ T cell 2,CEACAM,AIH,-4.76195810197085,0.00100286648697995,0.00289071096690355
Hepatocyte 2,CD8+ T cell 2,CXCL_CXCR3,AIH,-4.76088191936608,0.0099009900990099,0.010590318772137
CD4+ T cell,CD4+ T cell,ICOS,AIH,-4.75968888798266,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 3,CXCL_CXCR6,AIH,-4.75605935685465,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD4+ T cell,CCL_CCR4,AIH,-4.74912691526663,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 2,IL2,AIH,-4.72338397041588,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,IgG+ plasmablast / plasma cell,CCL_CCR1,AIH,-4.71071895921178,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 3,VEGF,AIH,-4.70540988688825,0.0099009900990099,0.010590318772137
Hepatocyte 4,Ig+ hepatocyte,CCL_CCR1,AIH,-4.68185425809622,0.0099009900990099,0.010590318772137
Hepatocyte 2,Vascular endothelial cell,FN1,AIH,-4.67645112024537,0.0099009900990099,0.010590318772137
CD4+ T cell,Ig+ hepatocyte,LCK,AIH,-4.67530195086322,0.03,0.0303382187147689
Hepatocyte 4,CD4+ T cell,CCL_CCR1,AIH,-4.67441451220889,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 3,CXCL_CXCR3,AIH,-4.67051693710595,0.00100286648697995,0.00289071096690355
Hepatocyte 1,Hepatocyte 4,IL2,AIH,-4.66369755902728,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Stellate cell,VEGF,AIH,-4.66306724721255,0.00100286648697995,0.00289071096690355
Stellate cell,Sinusoidal endothelial cell,IL2,AIH,-4.66143438360449,0.00100286648697995,0.00289071096690355
Vascular endothelial cell,Macrophage 2,CCL_CCR2,AIH,-4.66017657342196,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Ig+ hepatocyte,CEACAM,AIH,-4.65815746723829,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD8+ T cell 1,CD80,AIH,-4.65805407779163,0.00100286648697995,0.00289071096690355
Cholangiocyte,CD4+ T cell,CD86,AIH,-4.65676267655107,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 3,CD86,AIH,-4.63745824719851,0.00100286648697995,0.00289071096690355
Hepatocyte 4,IgM+ B cell,CCL_CCR1,AIH,-4.61875580433639,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,Stellate cell,CCL_CCR1,AIH,-4.61201401362384,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD4+ T cell,CCL_CCR1,AIH,-4.58664184533724,0.0099009900990099,0.010590318772137
CD4+ T cell,IgM+ B cell,CCL_CCR2,AIH,-4.56924033551098,0.0099009900990099,0.010590318772137
Hepatocyte 4,Vascular endothelial cell,FN1,AIH,-4.54055505939243,0.02,0.0205263157894737
Hepatocyte 2,Ig+ hepatocyte,CEACAM,AIH,-4.51967177955883,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,IgG+ plasmablast / plasma cell,CCL_CCR1,AIH,-4.51864797919848,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD4+ T cell,CCL_CCR2,AIH,-4.51597162930404,0.0099009900990099,0.010590318772137
CD4+ T cell,Hepatocyte 4,CD40,AIH,-4.50558683772107,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,CD4+ T cell,CCL_CCR1,AIH,-4.5041179173863,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 3,VEGF,AIH,-4.5036088812639,0.01,0.010590318772137
CD8+ T cell 3,Sinusoidal endothelial cell,IL2,AIH,-4.47224880114591,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 3,CD86,AIH,-4.44242849659827,0.00101190997057716,0.00289071096690355
CD8+ T cell 3,CD4+ T cell,CCL_CCR5,AIH,-4.43554493846065,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,Stellate cell,VEGF,AIH,-4.41975294489691,0.00188656307371672,0.00532153168906885
Hepatocyte 1,Sinusoidal endothelial cell,IL2,AIH,-4.40964357993583,0.0034986124125582,0.00934004563709735
Hepatocyte 3,IgG+ plasmablast / plasma cell,CCL_CCR1,AIH,-4.39043819699418,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 1,CCL_CCR5,AIH,-4.38896133258812,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,CD4+ T cell,CCL_CCR1,AIH,-4.36479370076568,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD8+ T cell 2,CCL_CCR5,AIH,-4.36431844854206,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Ig+ hepatocyte,CCL_CCR1,AIH,-4.34785767696492,0.0099009900990099,0.010590318772137
Stellate cell,CD8+ T cell 3,CD86,AIH,-4.32483294175325,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD8+ T cell 2,CXCL_CXCR3,AIH,-4.30213404539778,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 2,ICOS,AIH,-4.29907093559566,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,IgM+ B cell,CCL_CCR1,AIH,-4.26064426718992,0.00100286648697995,0.00289071096690355
IgM+ B cell,CD8+ T cell 2,CD86,AIH,-4.24769391826252,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD8+ T cell 2,IL2,AIH,-4.23892211758081,0.00100286648697995,0.00289071096690355
Stellate cell,CD4+ T cell,CCL_CCR4,AIH,-4.23020221622612,0.0099009900990099,0.010590318772137
Hepatocyte 3,CD4+ T cell,CCL_CCR1,AIH,-4.22134874217139,0.02,0.0205263157894737
Macrophage 2,CD4+ T cell,ICOS,AIH,-4.21636016646498,0.0099009900990099,0.010590318772137
Cholangiocyte,Hepatocyte 4,CEACAM,AIH,-4.21545235696082,0.00100286648697995,0.00289071096690355
Hepatocyte 3,Macrophage 2,CXCL_CXCR4,AIH,-4.21003985026122,0.0099009900990099,0.010590318772137
CD8+ T cell 2,Macrophage 1,CCL_CCR5,AIH,-4.18909611977914,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD8+ T cell 2,CD80,AIH,-4.18636259868181,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,CD8+ T cell 1,CCL_CCR5,AIH,-4.17714496160607,0.0099009900990099,0.010590318772137
Macrophage 1,Hepatocyte 4,IL2,AIH,-4.17453461524444,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,CD86,AIH,-4.16568659119085,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,Ig+ hepatocyte,CCL_CCR1,AIH,-4.1503891275112,0.0099009900990099,0.010590318772137
CD4+ T cell,Macrophage 2,CCL_CCR2,AIH,-4.12972460160761,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD4+ T cell,CD80,AIH,-4.12574452370904,0.0099009900990099,0.010590318772137
Hepatocyte 4,Macrophage 1,IL2,AIH,-4.07384167436707,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,CD4+ T cell,CD80,AIH,-4.06377709086233,0.00100286648697995,0.00289071096690355
Stellate cell,CD8+ T cell 2,IL2,AIH,-4.0362472638368,0.00100286648697995,0.00289071096690355
Stellate cell,CD8+ T cell 2,CD86,AIH,-4.03434996041412,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD4+ T cell,CCL_CCR5,AIH,-4.02212985222192,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD4+ T cell,CCL_CCR2,AIH,-3.98723621318098,0.0099009900990099,0.010590318772137
CD8+ T cell 3,Macrophage 2,CCL_CCR1,AIH,-3.98603897621969,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Macrophage 2,CXCL_CXCR4,AIH,-3.98571929041779,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 1,CCL_CCR1,AIH,-3.96983944530325,0.0099009900990099,0.010590318772137
CD8+ T cell 1,IgM+ B cell,CCL_CCR5,AIH,-3.94201091567737,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 1,CD80,AIH,-3.93323879397684,0.00100286648697995,0.00289071096690355
Hepatocyte 2,CD8+ T cell 1,ICOS,AIH,-3.92210176405945,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Hepatocyte 2,CEACAM,AIH,-3.90423987520114,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,Ig+ hepatocyte,CEACAM,AIH,-3.89570839127013,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD4+ T cell,CCL_CCR5,AIH,-3.89346469188295,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD8+ T cell 1,ICOS,AIH,-3.88863736372469,0.00100286648697995,0.00289071096690355
CD4+ T cell,CD8+ T cell 3,CD40,AIH,-3.88477648062361,0.00100286648697995,0.00289071096690355
Stellate cell,CD8+ T cell 1,CCL_CCR5,AIH,-3.87023085489788,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,CD8+ T cell 2,ICOS,AIH,-3.8668700565765,0.00100286648697995,0.00289071096690355
Macrophage 1,CD8+ T cell 2,CCL_CCR5,AIH,-3.86290660425166,0.00100286648697995,0.00289071096690355
Hepatocyte 4,Hepatocyte 4,EPO,AIH,-3.85238328094498,0.0099009900990099,0.010590318772137
CD4+ T cell,IgM+ B cell,CD86,AIH,-3.8464857691658,0.01,0.010590318772137
CD8+ T cell 2,Macrophage 2,CXCL_CXCR4,AIH,-3.84501739899836,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Hepatocyte 1,IL2,AIH,-3.83059057822718,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 2,CD86,AIH,-3.82662341529983,0.00100286648697995,0.00289071096690355
Hepatocyte 4,CD8+ T cell 2,CCL_CCR5,AIH,-3.81118840762194,0.0099009900990099,0.010590318772137
Hepatocyte 1,Macrophage 2,CXCL_CXCR4,AIH,-3.81027293102362,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD4+ T cell,CCL_CCR4,AIH,-3.79739671497886,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,Cholangiocyte,CCL_CCR1,AIH,-3.78872669782597,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD4+ T cell,CXCL_CXCR5,AIH,-3.76835687468371,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 1,CD80,AIH,-3.76359268829438,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,Macrophage 1,CCL_CCR5,AIH,-3.7588204224556,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,CD8+ T cell 1,CD80,AIH,-3.72584826053691,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 2,CXCL_CXCR3,AIH,-3.67675683359183,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,Macrophage 1,IL2,AIH,-3.67552683043649,0.0099009900990099,0.010590318772137
Hepatocyte 2,Macrophage 2,CXCL_CXCR4,AIH,-3.63844599695781,0.0099009900990099,0.010590318772137
Hepatocyte 2,CD8+ T cell 2,ICOS,AIH,-3.62058163842629,0.0099009900990099,0.010590318772137
Hepatocyte 1,Hepatocyte 4,EPO,AIH,-3.61075894207635,0.0099009900990099,0.010590318772137
Hepatocyte 4,Sinusoidal endothelial cell,IL2,AIH,-3.58685492947198,0.0099009900990099,0.010590318772137
Macrophage 1,CD8+ T cell 3,CCL_CCR5,AIH,-3.57870958644162,0.00100286648697995,0.00289071096690355
CD8+ T cell 2,Hepatocyte 1,CCL_CCR1,AIH,-3.5785720020297,0.0099009900990099,0.010590318772137
Vascular endothelial cell,Macrophage 1,VEGF,AIH,-3.54788337418741,0.01,0.010590318772137
CD8+ T cell 3,Hepatocyte 4,CEACAM,AIH,-3.53564534137307,0.00100286648697995,0.00289071096690355
Stellate cell,Cholangiocyte,CCL_CCR2,AIH,-3.52354493514354,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD8+ T cell 1,CCL_CCR5,AIH,-3.51243485390441,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 1,ICOS,AIH,-3.49108988227285,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 3,CXCL_CXCR2,AIH,-3.48246096129417,0.00100286648697995,0.00289071096690355
Macrophage 2,CD8+ T cell 3,IL2,AIH,-3.47859976365195,0.02,0.0205263157894737
Cholangiocyte,Stellate cell,NCAM,AIH,-3.46548657512181,0.0099009900990099,0.010590318772137
Stellate cell,Cholangiocyte,NCAM,AIH,-3.46548657512181,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgG+ plasmablast / plasma cell,CCL_CCR2,AIH,-3.45879602124589,0.0099009900990099,0.010590318772137
Cholangiocyte,Sinusoidal endothelial cell,IL2,AIH,-3.45610277768228,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,Macrophage 1,CD80,AIH,-3.44942868792117,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 2,CEACAM,AIH,-3.43699043233141,0.00100286648697995,0.00289071096690355
Hepatocyte 4,Hepatocyte 1,EPO,AIH,-3.39857571835884,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,IgM+ B cell,CD86,AIH,-3.38790429242403,0.0099009900990099,0.010590318772137
CD8+ T cell 3,CD8+ T cell 2,ICOS,AIH,-3.38297903739555,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,Macrophage 2,CCL_CCR2,AIH,-3.37769568799303,0.0099009900990099,0.010590318772137
Hepatocyte 4,Sinusoidal endothelial cell,EPO,AIH,-3.35973498414024,0.0099009900990099,0.010590318772137
Macrophage 2,CD8+ T cell 1,ICOS,AIH,-3.3537859647673,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD8+ T cell 3,CD80,AIH,-3.34454942401398,0.00100286648697995,0.00289071096690355
IgG+ plasmablast / plasma cell,IgM+ B cell,CCL_CCR2,AIH,-3.34245663867322,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,Hepatocyte 4,IL2,AIH,-3.31937068313207,0.0099009900990099,0.010590318772137
Hepatocyte 2,CD4+ T cell,ICOS,AIH,-3.28825202847826,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,Hepatocyte 4,IL2,AIH,-3.27641390691408,0.01,0.010590318772137
Hepatocyte 2,CD8+ T cell 3,ICOS,AIH,-3.24607242386794,0.0099009900990099,0.010590318772137
Sinusoidal endothelial cell,CD8+ T cell 2,CCL_CCR5,AIH,-3.21396417053338,0.00100286648697995,0.00289071096690355
Cholangiocyte,Ig+ hepatocyte,CEACAM,AIH,-3.19403726418432,0.00100286648697995,0.00289071096690355
Macrophage 1,Macrophage 1,CCL_CCR5,AIH,-3.19367240188743,0.00188656307371672,0.00532153168906885
Macrophage 1,CD4+ T cell,CCL_CCR5,AIH,-3.17675268184206,0.00100286648697995,0.00289071096690355
Hepatocyte 1,Macrophage 1,EPO,AIH,-3.16587934355805,0.0099009900990099,0.010590318772137
Hepatocyte 4,Macrophage 2,CXCL_CXCR4,AIH,-3.16510052634867,0.0099009900990099,0.010590318772137
CD4+ T cell,Hepatocyte 2,CD40,AIH,-3.15317913025963,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD4+ T cell,ICOS,AIH,-3.15312194438285,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 3,CD80,AIH,-3.15035397757791,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,Cholangiocyte,IL2,AIH,-3.13656830015639,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 3,CXCL_CXCR4,AIH,-3.12579844981152,0.00101190997057716,0.00289071096690355
Ig+ hepatocyte,CD4+ T cell,CCL_CCR4,AIH,-3.11375400036172,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,CD8+ T cell 2,CCL_CCR5,AIH,-3.10366505501584,0.0099009900990099,0.010590318772137
Ig+ hepatocyte,Sinusoidal endothelial cell,CXCL_CXCR2,AIH,-3.09825216491777,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 1,CCL_CCR5,AIH,-3.08913424670508,0.0099009900990099,0.010590318772137
Hepatocyte 4,Cholangiocyte,CCL_CCR1,AIH,-3.06281727340005,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD8+ T cell 1,CCL_CCR5,AIH,-2.98563918660424,0.0099009900990099,0.010590318772137
Vascular endothelial cell,CD8+ T cell 3,IL2,AIH,-2.93631593224503,0.00273351842499242,0.00740775234809125
Hepatocyte 1,CD4+ T cell,CCL_CCR4,AIH,-2.92476103650029,0.0099009900990099,0.010590318772137
Hepatocyte 2,CD8+ T cell 3,CXCL_CXCR3,AIH,-2.90864255827104,0.00100286648697995,0.00289071096690355
Hepatocyte 3,CD8+ T cell 3,CXCL_CXCR3,AIH,-2.88805978641809,0.00100286648697995,0.00289071096690355
Sinusoidal endothelial cell,CD8+ T cell 3,CCL_CCR5,AIH,-2.88675624201363,0.00100286648697995,0.00289071096690355
IgM+ B cell,IgM+ B cell,CD80,AIH,-2.87348211617161,0.00101190997057716,0.00289071096690355
CD8+ T cell 2,Macrophage 1,CD80,AIH,-2.8525458880334,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,Macrophage 1,CXCL_CXCR4,AIH,-2.83999858558007,0.00100286648697995,0.00289071096690355
CD8+ T cell 1,CD4+ T cell,CCL_CCR7,AIH,-2.83607814544195,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 2,CD80,AIH,-2.81371781933195,0.0099009900990099,0.010590318772137
Hepatocyte 4,CD4+ T cell,CCL_CCR4,AIH,-2.80336809170616,0.0099009900990099,0.010590318772137
Macrophage 1,Macrophage 2,CCL_CCR1,AIH,-2.79404068725769,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD8+ T cell 3,CD80,AIH,-2.77899199424657,0.0099009900990099,0.010590318772137
CD8+ T cell 1,CD4+ T cell,CXCL_CXCR5,AIH,-2.77305522080508,0.0099009900990099,0.010590318772137
CD4+ T cell,CD8+ T cell 3,ICOS,AIH,-2.76344883931862,0.0099009900990099,0.010590318772137
Hepatocyte 1,Cholangiocyte,CEACAM,AIH,-2.75703013548547,0.0099009900990099,0.010590318772137
IgG+ plasmablast / plasma cell,IgM+ B cell,ICOS,AIH,-2.7540510149797,0.0099009900990099,0.010590318772137
CD8+ T cell 2,CD4+ T cell,CXCL_CXCR5,AIH,-2.75321682528246,0.0099009900990099,0.010590318772137
CD8+ T cell 3,IgG+ plasmablast / plasma cell,CCL_CCR1,AIH,-2.73663430076537,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD4+ T cell,CXCL_CXCR6,AIH,-2.71399383336732,0.00100286648697995,0.00289071096690355
Ig+ hepatocyte,CD8+ T cell 2,ICOS,AIH,-2.70795159100453,0.0099009900990099,0.010590318772137
Hepatocyte 1,CD8+ T cell 1,CXCL_CXCR3,AIH,-2.67351403585374,0.0099009900990099,0.010590318772137
Macrophage 1,CD4+ T cell,CXCL_CXCR3,AIH,-2.66129820335354,0.00100286648697995,0.00289071096690355
CD4+ T cell,IgG+ plasmablast / plasma cell,CD40,AIH,-2.65938938033331,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,CD4+ T cell,CCL_CCR1,AIH,-2.65507821211344,0.0099009900990099,0.010590318772137
CD8+ T cell 1,Macrophage 1,CD80,AIH,-2.63793731446251,0.0099009900990099,0.010590318772137
IgM+ B cell,CD8+ T cell 2,CD80,AIH,-2.62765613136055,0.00100286648697995,0.00289071096690355
CD8+ T cell 3,IgM+ B cell,CCL_CCR5,AIH,-2.60696753391478,0.0099009900990099,0.010590318772137
