sample,x0,y0,n_hep,n_cd4,n_chol,score
18321_a,3648.78463745117,-1824.14233398438,89,5,1,21.095023109729
18321_a,3798.78463745117,-1374.14233398438,141,7,4,31.41655614481
18321_a,3798.78463745117,-1324.14233398438,110,9,4,31.4642654451046
18321_a,3798.78463745117,-1274.14233398438,80,8,4,25.298221281347
18321_a,3798.78463745117,-1224.14233398438,44,6,3,16.2480768092719
18321_a,3848.78463745117,-1374.14233398438,149,9,4,36.6196668472011
18321_a,3848.78463745117,-1324.14233398438,113,14,4,39.7743636027027
18321_a,3848.78463745117,-1274.14233398438,81,13,4,32.4499614791759
18321_a,3848.78463745117,-1224.14233398438,38,12,3,21.3541565040626
18321_a,3898.78463745117,-1374.14233398438,177,8,3,37.6297754444536
18321_a,3898.78463745117,-1324.14233398438,135,14,3,43.4741302385683
18321_a,3898.78463745117,-1274.14233398438,100,13,3,36.0555127546399
18321_a,3898.78463745117,-1224.14233398438,51,13,3,25.7487863791675
18321_a,3948.78463745117,-1374.14233398438,196,8,2,39.5979797464467
18321_a,3948.78463745117,-1324.14233398438,162,14,2,47.6235235991626
18321_a,3948.78463745117,-1274.14233398438,126,13,2,40.4722126896961
18321_a,3948.78463745117,-1224.14233398438,76,13,2,31.4324672910034
18321_a,3948.78463745117,-1174.14233398438,33,12,2,19.8997487421324
18321_a,3998.78463745117,-1374.14233398438,218,6,0,36.1662826400503
18321_a,3998.78463745117,-1324.14233398438,190,12,0,47.7493455452533
18321_a,3998.78463745117,-1274.14233398438,154,12,1,42.9883705204094
18321_a,3998.78463745117,-1224.14233398438,104,12,1,35.3270434653114
18321_a,3998.78463745117,-1174.14233398438,59,11,1,25.475478405714
18321_a,4048.78463745117,-1324.14233398438,198,7,0,37.2290209379726
18321_a,4048.78463745117,-1274.14233398438,168,7,1,34.2928563989645
18321_a,4048.78463745117,-1224.14233398438,121,7,1,29.1032644217105
18321_a,4048.78463745117,-1174.14233398438,79,6,1,21.7715410570772
18321_a,5548.78463745117,-1274.14233398438,134,12,2,40.0998753115268
18321_a,5548.78463745117,-1224.14233398438,145,13,2,43.4165866921848
18321_a,5548.78463745117,-1174.14233398438,155,13,2,44.8887513749269
18321_a,5548.78463745117,-1124.14233398438,151,13,2,44.3057558337514
18321_a,5548.78463745117,-1074.14233398438,142,12,2,41.2795348811006
18321_a,5598.78463745117,-1274.14233398438,147,12,2,42
18321_a,5598.78463745117,-1224.14233398438,159,13,2,45.4642716866772
18321_a,5598.78463745117,-1174.14233398438,168,13,2,46.7332857821917
18321_a,5598.78463745117,-1124.14233398438,167,13,2,46.593991028887
18321_a,5598.78463745117,-1074.14233398438,153,12,2,42.8485705712571
18321_a,5648.78463745117,-1274.14233398438,157,12,2,43.4050688284214
18321_a,5648.78463745117,-1224.14233398438,169,14,2,48.6415460280612
18321_a,5648.78463745117,-1174.14233398438,177,14,2,49.7795138586146
18321_a,5648.78463745117,-1124.14233398438,173,14,2,49.2138191974571
18321_a,5648.78463745117,-1074.14233398438,158,13,2,45.3210767744986
18321_a,5698.78463745117,-1274.14233398438,164,11,2,42.4735211631906
18321_a,5698.78463745117,-1224.14233398438,181,13,3,48.5077313425396
18321_a,5698.78463745117,-1174.14233398438,183,14,3,50.6162029393751
18321_a,5698.78463745117,-1124.14233398438,179,14,3,50.0599640431353
18321_a,5698.78463745117,-1074.14233398438,157,14,4,46.8828326789242
18321_a,5748.78463745117,-1274.14233398438,163,9,2,38.3014360044111
18321_a,5748.78463745117,-1224.14233398438,183,11,3,44.8664685483491
18321_a,5748.78463745117,-1174.14233398438,180,13,4,48.3735464897913
18321_a,5748.78463745117,-1124.14233398438,176,13,4,47.8330429724056
18321_a,5748.78463745117,-1074.14233398438,154,13,5,44.7437146423942
18321_a,5798.78463745117,-1174.14233398438,182,7,5,35.6931365951495
18321_a,5798.78463745117,-1124.14233398438,174,7,5,34.8998567332303
18321_a,5798.78463745117,-1074.14233398438,150,7,6,32.4037034920393
18321_a,5798.78463745117,-1024.14233398437,152,7,6,32.6190128606002
18321_a,5848.78463745117,-1224.14233398438,187,6,5,33.4962684488885
18321_a,5848.78463745117,-1174.14233398438,173,20,7,58.821764679411
18321_a,5848.78463745117,-1124.14233398438,154,19,7,54.0925133451941
18321_a,5848.78463745117,-1074.14233398438,130,20,7,50.9901951359279
18321_a,5848.78463745117,-1024.14233398437,117,23,7,51.8748493973718
18321_a,5898.78463745117,-1224.14233398438,176,6,9,32.4961536185438
18321_a,5898.78463745117,-1174.14233398438,158,27,19,65.3146231712317
18321_a,5898.78463745117,-1124.14233398438,130,30,19,62.449979983984
18321_a,5898.78463745117,-1074.14233398438,102,31,19,56.2316636780382
18321_a,5898.78463745117,-1024.14233398437,90,40,19,60
18321_a,5948.78463745117,-1224.14233398438,178,6,11,32.6802692767364
18321_a,5948.78463745117,-1174.14233398438,158,28,23,66.5131565932636
18321_a,5948.78463745117,-1124.14233398438,123,35,23,65.612498809297
18321_a,5948.78463745117,-1074.14233398438,92,36,21,57.5499782797526
18321_a,5948.78463745117,-1024.14233398437,71,47,21,57.7667724561447
18321_a,5998.78463745117,-1224.14233398438,169,6,11,31.8433666561813
18321_a,5998.78463745117,-1174.14233398438,154,27,22,64.482555780614
18321_a,5998.78463745117,-1124.14233398438,117,34,22,63.0713881248859
18321_a,5998.78463745117,-1074.14233398438,82,35,20,53.5723809439155
18321_a,5998.78463745117,-1024.14233398437,54,48,20,50.9116882454314
18321_a,6048.78463745117,-1224.14233398438,165,5,9,28.7228132326901
18321_a,6048.78463745117,-1174.14233398438,167,23,19,61.9758017293847
18321_a,6048.78463745117,-1124.14233398438,138,30,19,64.3428317685817
18321_a,6048.78463745117,-1074.14233398438,109,34,18,60.8769250208977
