sample,x0,y0,n_hep,n_cd4,n_chol,score
54023_b,3393.95310974121,-9533.63305664062,68,12,10,28.5657137141714
54023_b,3393.95310974121,-9483.63305664063,53,5,6,16.2788205960997
54023_b,3443.95310974121,-9683.63305664063,40,34,37,36.8781778291716
54023_b,3443.95310974121,-9633.63305664063,49,30,30,38.3405790253616
54023_b,3443.95310974121,-9583.63305664063,58,25,31,38.0788655293195
54023_b,3443.95310974121,-9533.63305664062,58,14,9,28.49561369755
54023_b,3443.95310974121,-9483.63305664063,40,8,7,17.8885438199983
54023_b,3493.95310974121,-9683.63305664063,39,34,16,36.4142829120663
54023_b,3493.95310974121,-9633.63305664063,46,30,14,37.1483512420134
54023_b,3493.95310974121,-9583.63305664063,50,25,15,35.3553390593274
54023_b,3493.95310974121,-9533.63305664062,50,15,7,27.3861278752583
54023_b,3493.95310974121,-9483.63305664063,31,8,7,15.7480157480236
54023_b,3543.95310974121,-9683.63305664063,30,35,1,32.4037034920393
54023_b,3543.95310974121,-9633.63305664063,39,32,7,35.3270434653114
54023_b,3543.95310974121,-9583.63305664063,41,25,9,32.0156211871642
54023_b,3543.95310974121,-9533.63305664062,41,16,8,25.6124969497314
54023_b,3693.95310974121,-9633.63305664063,32,13,5,20.3960780543711
54023_b,3743.95310974121,-9633.63305664063,36,12,4,20.7846096908265
54023_b,3743.95310974121,-9583.63305664063,36,6,5,14.6969384566991
54023_b,3743.95310974121,-9533.63305664062,32,5,3,12.6491106406735
54023_b,3793.95310974121,-9633.63305664063,40,11,6,20.976176963403
54023_b,3793.95310974121,-9583.63305664063,40,6,6,15.4919333848297
54023_b,3843.95310974121,-9633.63305664063,47,13,6,24.7184141886166
54023_b,3843.95310974121,-9583.63305664063,47,8,6,19.3907194296653
54023_b,3843.95310974121,-9533.63305664062,44,6,2,16.2480768092719
54023_b,3893.95310974121,-9683.63305664063,34,16,5,23.3238075793812
54023_b,3893.95310974121,-9633.63305664063,50,14,5,26.4575131106459
54023_b,3893.95310974121,-9583.63305664063,50,8,5,20
54023_b,3893.95310974121,-9533.63305664062,46,5,1,15.1657508881031
54023_b,3943.95310974121,-9683.63305664063,37,17,2,25.0798724079689
54023_b,3943.95310974121,-9633.63305664063,51,16,2,28.5657137141714
54023_b,3943.95310974121,-9583.63305664063,51,10,2,22.5831795812724
54023_b,3943.95310974121,-9533.63305664062,43,6,0,16.062378404209
54023_b,3993.95310974121,-9633.63305664063,41,14,3,23.9582971014219
54023_b,3993.95310974121,-9583.63305664063,41,11,2,21.2367605815953
54023_b,3993.95310974121,-9533.63305664062,33,7,0,15.1986841535707
54023_b,4043.95310974121,-9633.63305664063,33,15,12,22.248595461287
54023_b,4043.95310974121,-9583.63305664063,32,11,8,18.7616630392937
54023_b,4193.95310974121,-9483.63305664063,31,7,19,14.7309198626562
54023_b,4193.95310974121,-9433.63305664063,31,11,12,18.4661853126194
54023_b,4243.95310974121,-9533.63305664062,40,13,74,22.8035085019828
54023_b,4243.95310974121,-9483.63305664063,51,9,29,21.4242852856286
54023_b,4243.95310974121,-9433.63305664063,59,13,12,27.6947648482525
54023_b,4243.95310974121,-9383.63305664063,59,15,0,29.748949561287
54023_b,4243.95310974121,-9333.63305664063,42,11,0,21.4941852602047
54023_b,4293.95310974121,-9583.63305664063,46,28,104,35.8887168898527
54023_b,4293.95310974121,-9533.63305664062,67,15,74,31.7017349682947
54023_b,4293.95310974121,-9483.63305664063,82,10,29,28.6356421265527
54023_b,4293.95310974121,-9433.63305664063,93,14,12,36.0832371053374
54023_b,4293.95310974121,-9383.63305664063,90,16,0,37.9473319220206
54023_b,4293.95310974121,-9333.63305664063,71,15,0,32.6343377441614
54023_b,4293.95310974121,-9283.63305664062,48,15,0,26.8328157299975
54023_b,4293.95310974121,-9233.63305664063,30,14,0,20.4939015319192
54023_b,4343.95310974121,-9633.63305664063,31,32,144,31.4960314960472
54023_b,4343.95310974121,-9583.63305664063,52,22,106,33.8230690505755
54023_b,4343.95310974121,-9533.63305664062,75,13,74,31.224989991992
54023_b,4343.95310974121,-9483.63305664063,95,10,29,30.8220700148449
54023_b,4343.95310974121,-9433.63305664063,112,14,12,39.5979797464467
54023_b,4343.95310974121,-9383.63305664063,111,17,0,43.4396132579469
54023_b,4343.95310974121,-9333.63305664063,100,18,0,42.4264068711929
54023_b,4343.95310974121,-9283.63305664062,80,18,0,37.9473319220206
54023_b,4343.95310974121,-9233.63305664063,57,17,0,31.1287648325468
54023_b,4343.95310974121,-9183.63305664063,39,10,0,19.7484176581315
54023_b,4393.95310974121,-9733.63305664063,33,53,149,41.821047332653
54023_b,4393.95310974121,-9683.63305664063,30,43,145,35.9165699921359
54023_b,4393.95310974121,-9633.63305664063,44,33,97,38.1051177665153
54023_b,4393.95310974121,-9583.63305664063,67,22,73,38.3927076409049
54023_b,4393.95310974121,-9533.63305664062,89,11,51,31.288975694324
54023_b,4393.95310974121,-9483.63305664063,114,7,19,28.2488937836511
54023_b,4393.95310974121,-9433.63305664063,138,8,2,33.2264954516723
54023_b,4393.95310974121,-9383.63305664063,142,12,0,41.2795348811006
54023_b,4393.95310974121,-9333.63305664063,130,15,0,44.1588043316392
54023_b,4393.95310974121,-9283.63305664062,115,14,0,40.1248052954778
54023_b,4393.95310974121,-9233.63305664063,90,14,0,35.4964786985977
54023_b,4393.95310974121,-9183.63305664063,61,10,0,24.6981780704569
54023_b,4393.95310974121,-9133.63305664062,35,5,0,13.228756555323
54023_b,4443.95310974121,-9933.63305664063,30,28,117,28.9827534923789
54023_b,4443.95310974121,-9883.63305664063,42,35,147,38.3405790253616
54023_b,4443.95310974121,-9833.63305664063,47,41,121,43.8976081352959
54023_b,4443.95310974121,-9783.63305664062,46,44,85,44.988887516808
54023_b,4443.95310974121,-9733.63305664063,48,39,85,43.2666153055679
54023_b,4443.95310974121,-9683.63305664063,45,31,75,37.3496987939662
54023_b,4443.95310974121,-9633.63305664063,59,24,43,37.6297754444536
54023_b,4443.95310974121,-9583.63305664063,72,16,30,33.9411254969543
54023_b,4443.95310974121,-9533.63305664062,89,9,25,28.3019433961698
54023_b,4443.95310974121,-9483.63305664063,112,7,10,28
54023_b,4443.95310974121,-9433.63305664063,140,6,0,28.9827534923789
54023_b,4443.95310974121,-9383.63305664063,143,8,0,33.8230690505755
54023_b,4443.95310974121,-9333.63305664063,148,11,0,40.348482003664
54023_b,4443.95310974121,-9283.63305664062,142,10,0,37.6828873628336
54023_b,4443.95310974121,-9233.63305664063,125,10,0,35.3553390593274
54023_b,4443.95310974121,-9183.63305664063,91,8,0,26.9814751264641
54023_b,4443.95310974121,-9133.63305664062,62,5,0,17.606816861659
54023_b,4493.95310974121,-9983.63305664063,30,11,67,18.165902124585
54023_b,4493.95310974121,-9933.63305664063,48,16,85,27.712812921102
54023_b,4493.95310974121,-9883.63305664063,67,19,106,35.6791255498225
54023_b,4493.95310974121,-9833.63305664063,76,23,98,41.8090899207338
54023_b,4493.95310974121,-9783.63305664062,73,29,70,46.0108682813094
54023_b,4493.95310974121,-9733.63305664063,73,26,57,43.5660418215839
54023_b,4493.95310974121,-9683.63305664063,67,23,39,39.255572852781
54023_b,4493.95310974121,-9633.63305664063,76,21,17,39.9499687108764
54023_b,4493.95310974121,-9583.63305664063,83,14,6,34.0881210981186
54023_b,4493.95310974121,-9533.63305664062,102,7,2,26.7207784317748
54023_b,4493.95310974121,-9483.63305664063,125,6,0,27.3861278752583
54023_b,4493.95310974121,-9433.63305664063,154,5,0,27.7488738510232
54023_b,4493.95310974121,-9383.63305664063,154,7,0,32.832910318764
54023_b,4493.95310974121,-9333.63305664063,168,11,0,42.9883705204094
54023_b,4493.95310974121,-9283.63305664062,160,10,0,40
54023_b,4493.95310974121,-9233.63305664063,147,9,0,36.3730669589464
54023_b,4493.95310974121,-9183.63305664063,111,8,0,29.7993288515027
54023_b,4493.95310974121,-9133.63305664062,83,5,0,20.3715487874634
54023_b,4543.95310974121,-9983.63305664063,39,6,43,15.2970585407784
54023_b,4543.95310974121,-9933.63305664063,61,8,54,22.0907220343745
54023_b,4543.95310974121,-9883.63305664063,84,9,74,27.495454169735
54023_b,4543.95310974121,-9833.63305664063,96,10,72,30.9838667696593
54023_b,4543.95310974121,-9783.63305664062,91,16,52,38.1575680566778
54023_b,4543.95310974121,-9733.63305664063,85,13,42,33.2415402771893
54023_b,4543.95310974121,-9683.63305664063,80,13,31,32.2490309931942
54023_b,4543.95310974121,-9633.63305664063,81,12,11,31.1769145362398
54023_b,4543.95310974121,-9583.63305664063,87,11,4,30.935416596516
54023_b,4543.95310974121,-9533.63305664062,102,6,2,24.738633753706
54023_b,4543.95310974121,-9483.63305664063,127,6,0,27.6043474836845
54023_b,4543.95310974121,-9433.63305664063,156,5,0,27.9284800875379
54023_b,4543.95310974121,-9383.63305664063,163,7,0,33.7786915081091
54023_b,4543.95310974121,-9333.63305664063,178,8,0,37.7359245282264
54023_b,4543.95310974121,-9283.63305664062,176,7,0,35.0998575495685
54023_b,4543.95310974121,-9233.63305664063,161,6,0,31.0805405358401
54023_b,4543.95310974121,-9183.63305664063,124,5,0,24.8997991959775
54023_b,4593.95310974121,-9983.63305664063,52,5,7,16.1245154965971
54023_b,4593.95310974121,-9933.63305664063,80,6,8,21.9089023002066
54023_b,4593.95310974121,-9883.63305664063,106,7,8,27.2396769437525
54023_b,4593.95310974121,-9833.63305664063,120,8,8,30.9838667696593
54023_b,4593.95310974121,-9783.63305664062,110,12,4,36.3318042491699
54023_b,4593.95310974121,-9733.63305664063,99,10,4,31.4642654451046
54023_b,4593.95310974121,-9683.63305664063,94,9,3,29.086079144498
54023_b,4593.95310974121,-9633.63305664063,95,8,3,27.5680975041804
54023_b,4593.95310974121,-9583.63305664063,106,7,2,27.2396769437525
54023_b,4593.95310974121,-9383.63305664063,175,5,0,29.5803989154981
54023_b,4593.95310974121,-9333.63305664063,178,7,0,35.2987251894456
54023_b,4593.95310974121,-9283.63305664062,174,5,0,29.4957624075053
54023_b,4593.95310974121,-9233.63305664063,166,5,0,28.8097205817759
54023_b,4593.95310974121,-9183.63305664063,130,5,0,25.4950975679639
54023_b,4643.95310974121,-9833.63305664063,128,6,2,27.712812921102
54023_b,4643.95310974121,-9783.63305664062,125,8,2,31.6227766016838
54023_b,4643.95310974121,-9733.63305664063,116,8,0,30.4630924234556
54023_b,4643.95310974121,-9683.63305664063,115,6,0,26.2678510731274
54023_b,4643.95310974121,-9633.63305664063,113,5,0,23.7697286480094
54023_b,4643.95310974121,-9333.63305664063,163,6,0,31.2729915422238
54023_b,4643.95310974121,-9283.63305664062,161,6,0,31.0805405358401
54023_b,4643.95310974121,-9233.63305664063,152,6,0,30.199337741083
54023_b,4643.95310974121,-9183.63305664063,130,7,0,30.1662062579967
54023_b,4643.95310974121,-9133.63305664062,102,6,0,24.738633753706
54023_b,4693.95310974121,-9833.63305664063,126,5,1,25.0998007960223
54023_b,4693.95310974121,-9783.63305664062,129,8,1,32.124756808418
54023_b,4693.95310974121,-9733.63305664063,125,8,0,31.6227766016838
54023_b,4693.95310974121,-9683.63305664063,125,8,0,31.6227766016838
54023_b,4693.95310974121,-9633.63305664063,118,7,0,28.7402157263998
54023_b,4693.95310974121,-9583.63305664063,126,6,0,27.495454169735
54023_b,4693.95310974121,-9533.63305664062,137,5,0,26.1725046566048
54023_b,4693.95310974121,-9483.63305664063,147,5,0,27.1108834234519
54023_b,4693.95310974121,-9383.63305664063,155,7,0,32.9393381840012
54023_b,4693.95310974121,-9333.63305664063,148,10,0,38.4707681233427
54023_b,4693.95310974121,-9283.63305664062,142,9,0,35.749125863439
54023_b,4693.95310974121,-9233.63305664063,133,11,0,38.2491829978106
54023_b,4693.95310974121,-9183.63305664063,124,12,0,38.5746030439718
54023_b,4693.95310974121,-9133.63305664062,108,9,0,31.1769145362398
54023_b,4693.95310974121,-9083.63305664063,82,5,0,20.2484567313166
54023_b,4743.95310974121,-9883.63305664063,86,5,1,20.7364413533277
54023_b,4743.95310974121,-9833.63305664063,114,7,1,28.2488937836511
54023_b,4743.95310974121,-9783.63305664062,123,9,1,33.2716095192283
54023_b,4743.95310974121,-9733.63305664063,128,9,0,33.9411254969543
54023_b,4743.95310974121,-9683.63305664063,131,8,0,32.3728281124773
54023_b,4743.95310974121,-9633.63305664063,128,9,0,33.9411254969543
54023_b,4743.95310974121,-9583.63305664063,129,10,0,35.9165699921359
54023_b,4743.95310974121,-9533.63305664062,133,16,0,46.1302503786832
54023_b,4743.95310974121,-9483.63305664063,136,15,0,45.1663591625449
54023_b,4743.95310974121,-9433.63305664063,130,16,0,45.6070170039655
54023_b,4743.95310974121,-9383.63305664063,124,17,0,45.912961132996
54023_b,4743.95310974121,-9333.63305664063,112,17,0,43.6348484585429
54023_b,4743.95310974121,-9283.63305664062,112,11,0,35.0998575495685
54023_b,4743.95310974121,-9233.63305664063,98,16,0,39.5979797464467
54023_b,4743.95310974121,-9183.63305664063,103,16,0,40.5955662603689
54023_b,4743.95310974121,-9133.63305664062,95,14,0,36.4691650576209
54023_b,4743.95310974121,-9083.63305664063,78,11,0,29.2916370317536
54023_b,4743.95310974121,-9033.63305664062,55,9,0,22.248595461287
54023_b,4793.95310974121,-9883.63305664063,77,6,0,21.4941852602047
54023_b,4793.95310974121,-9833.63305664063,106,8,0,29.1204395571221
54023_b,4793.95310974121,-9783.63305664062,122,9,0,33.1360830515618
54023_b,4793.95310974121,-9733.63305664063,134,9,0,34.7275107083707
54023_b,4793.95310974121,-9683.63305664063,134,7,0,30.6267856622271
54023_b,4793.95310974121,-9633.63305664063,123,8,0,31.3687742827162
54023_b,4793.95310974121,-9583.63305664063,119,10,0,34.4963766213207
54023_b,4793.95310974121,-9533.63305664062,114,19,0,46.5403051128804
54023_b,4793.95310974121,-9483.63305664063,107,19,0,45.088801270382
54023_b,4793.95310974121,-9433.63305664063,97,20,0,44.0454310910905
54023_b,4793.95310974121,-9383.63305664063,89,22,0,44.2492937796752
54023_b,4793.95310974121,-9333.63305664063,81,21,0,41.2431812546026
54023_b,4793.95310974121,-9283.63305664062,89,13,0,34.0147027033899
54023_b,4793.95310974121,-9233.63305664063,93,17,0,39.7617907041421
54023_b,4793.95310974121,-9183.63305664063,109,18,0,44.2944691807002
54023_b,4793.95310974121,-9133.63305664062,110,15,0,40.6201920231798
54023_b,4793.95310974121,-9083.63305664063,95,13,0,35.1425667816112
54023_b,4793.95310974121,-9033.63305664062,73,11,0,28.3372546306095
54023_b,4793.95310974121,-8983.63305664063,48,6,0,16.9705627484771
54023_b,4843.95310974121,-9883.63305664063,60,5,0,17.3205080756888
54023_b,4843.95310974121,-9833.63305664063,89,6,0,23.1084400165827
54023_b,4843.95310974121,-9783.63305664062,110,7,0,27.7488738510232
54023_b,4843.95310974121,-9733.63305664063,130,11,0,37.8153408023781
54023_b,4843.95310974121,-9683.63305664063,132,9,0,34.4673758792282
54023_b,4843.95310974121,-9633.63305664063,118,11,0,36.0277670693036
54023_b,4843.95310974121,-9583.63305664063,106,15,0,39.8748040747538
54023_b,4843.95310974121,-9533.63305664062,97,23,0,47.2334627144782
54023_b,4843.95310974121,-9483.63305664063,84,20,0,40.9878030638384
54023_b,4843.95310974121,-9433.63305664063,68,23,0,39.5474398665704
54023_b,4843.95310974121,-9383.63305664063,56,24,0,36.6606055596467
54023_b,4843.95310974121,-9333.63305664063,55,22,0,34.7850542618522
54023_b,4843.95310974121,-9283.63305664062,67,16,0,32.7414110874898
54023_b,4843.95310974121,-9233.63305664063,74,19,0,37.4966665185054
54023_b,4843.95310974121,-9183.63305664063,97,18,0,41.7851648315524
54023_b,4843.95310974121,-9133.63305664062,111,16,0,42.142615011411
54023_b,4843.95310974121,-9083.63305664063,100,14,0,37.4165738677394
54023_b,4843.95310974121,-9033.63305664062,81,12,0,31.1769145362398
54023_b,4843.95310974121,-8983.63305664063,58,8,0,21.540659228538
54023_b,4843.95310974121,-8933.63305664063,32,5,0,12.6491106406735
54023_b,4893.95310974121,-9733.63305664063,117,8,0,30.5941170815567
54023_b,4893.95310974121,-9683.63305664063,121,10,0,34.7850542618522
54023_b,4893.95310974121,-9633.63305664063,108,13,0,37.4699879903904
54023_b,4893.95310974121,-9583.63305664063,88,19,0,40.8900966005217
54023_b,4893.95310974121,-9533.63305664062,84,29,0,49.3558507170123
54023_b,4893.95310974121,-9483.63305664063,61,26,0,39.8246155034798
54023_b,4893.95310974121,-9433.63305664063,49,28,0,37.0405183549043
54023_b,4893.95310974121,-9383.63305664063,37,29,0,32.7566787083184
54023_b,4893.95310974121,-9333.63305664063,42,26,0,33.0454232837166
54023_b,4893.95310974121,-9283.63305664062,54,17,0,30.2985148150862
54023_b,4893.95310974121,-9233.63305664063,66,20,0,36.3318042491699
54023_b,4893.95310974121,-9183.63305664063,88,16,0,37.5233260785874
54023_b,4893.95310974121,-9133.63305664062,112,14,0,39.5979797464467
54023_b,4893.95310974121,-9083.63305664063,106,12,0,35.665109000254
54023_b,4893.95310974121,-9033.63305664062,94,11,0,32.1558703816271
54023_b,4893.95310974121,-8983.63305664063,73,7,0,22.6053091109146
54023_b,4893.95310974121,-8933.63305664063,48,5,0,15.4919333848297
54023_b,4943.95310974121,-9733.63305664063,104,7,0,26.9814751264641
54023_b,4943.95310974121,-9683.63305664063,113,8,0,30.0665927567458
54023_b,4943.95310974121,-9633.63305664063,104,13,0,36.7695526217005
54023_b,4943.95310974121,-9583.63305664063,87,19,0,40.6571027005123
54023_b,4943.95310974121,-9533.63305664062,75,31,0,48.2182538049648
54023_b,4943.95310974121,-9483.63305664063,54,28,0,38.8844441904472
54023_b,4943.95310974121,-9433.63305664063,41,31,0,35.6510869399518
54023_b,4943.95310974121,-9383.63305664063,34,28,0,30.854497241083
54023_b,4943.95310974121,-9333.63305664063,37,24,0,29.7993288515027
54023_b,4943.95310974121,-9283.63305664062,53,14,0,27.2396769437525
54023_b,4943.95310974121,-9233.63305664063,70,15,0,32.4037034920393
54023_b,4943.95310974121,-9183.63305664063,89,11,0,31.288975694324
54023_b,4943.95310974121,-9133.63305664062,105,11,0,33.9852909359329
54023_b,4943.95310974121,-9083.63305664063,106,11,0,34.1467421579278
54023_b,4943.95310974121,-9033.63305664062,104,10,0,32.2490309931942
54023_b,4943.95310974121,-8983.63305664063,88,8,0,26.5329983228432
54023_b,4943.95310974121,-8933.63305664063,63,6,0,19.4422220952236
54023_b,4993.95310974121,-9733.63305664063,83,6,0,22.3159136044214
54023_b,4993.95310974121,-9683.63305664063,92,9,0,28.7749891398763
54023_b,4993.95310974121,-9633.63305664063,84,12,0,31.7490157327751
54023_b,4993.95310974121,-9583.63305664063,74,15,0,33.3166624979154
54023_b,4993.95310974121,-9533.63305664062,62,21,0,36.0832371053374
54023_b,4993.95310974121,-9483.63305664063,45,18,0,28.4604989415154
54023_b,4993.95310974121,-9433.63305664063,40,18,0,26.8328157299975
54023_b,4993.95310974121,-9383.63305664063,40,17,0,26.0768096208106
54023_b,4993.95310974121,-9333.63305664063,46,15,0,26.2678510731274
54023_b,4993.95310974121,-9283.63305664062,65,10,0,25.4950975679639
54023_b,4993.95310974121,-9233.63305664063,84,9,0,27.495454169735
54023_b,4993.95310974121,-9183.63305664063,101,6,0,24.6170672501823
54023_b,4993.95310974121,-9133.63305664062,114,5,0,23.8746727726267
54023_b,4993.95310974121,-9083.63305664063,117,5,0,24.1867732448956
54023_b,4993.95310974121,-9033.63305664062,119,5,0,24.3926218353009
54023_b,4993.95310974121,-8983.63305664063,104,5,0,22.8035085019828
54023_b,5043.95310974121,-9733.63305664063,73,9,0,25.6320112359526
54023_b,5043.95310974121,-9683.63305664063,88,14,0,35.0998575495685
54023_b,5043.95310974121,-9633.63305664063,88,18,0,39.7994974842648
54023_b,5043.95310974121,-9583.63305664063,79,18,0,37.7094152699296
54023_b,5043.95310974121,-9533.63305664062,80,20,0,40
54023_b,5043.95310974121,-9483.63305664063,71,15,0,32.6343377441614
54023_b,5043.95310974121,-9433.63305664063,69,15,0,32.1714158842908
54023_b,5043.95310974121,-9383.63305664063,72,12,1,29.3938769133981
54023_b,5043.95310974121,-9333.63305664063,78,11,3,29.2916370317536
54023_b,5043.95310974121,-9283.63305664062,87,8,7,26.3818119165458
54023_b,5043.95310974121,-9233.63305664063,92,8,7,27.1293199325011
54023_b,5043.95310974121,-9033.63305664062,116,5,1,24.0831891575846
54023_b,5043.95310974121,-8983.63305664063,108,5,1,23.2379000772445
54023_b,5043.95310974121,-8933.63305664063,85,5,0,20.6155281280883
54023_b,5093.95310974121,-9733.63305664063,68,6,0,20.1990098767242
54023_b,5093.95310974121,-9683.63305664063,83,11,0,30.2158898594763
54023_b,5093.95310974121,-9633.63305664063,91,15,0,36.9459064038223
54023_b,5093.95310974121,-9583.63305664063,88,15,0,36.3318042491699
54023_b,5093.95310974121,-9533.63305664062,89,17,0,38.8973006775534
54023_b,5093.95310974121,-9483.63305664063,85,15,0,35.7071421427143
54023_b,5093.95310974121,-9433.63305664063,90,13,0,34.2052627529741
54023_b,5093.95310974121,-9383.63305664063,96,10,1,30.9838667696593
54023_b,5093.95310974121,-9333.63305664063,96,8,11,27.712812921102
54023_b,5143.95310974121,-9783.63305664062,39,5,0,13.9642400437689
54023_b,5143.95310974121,-9733.63305664063,61,7,0,20.6639783197718
54023_b,5143.95310974121,-9683.63305664063,80,10,0,28.2842712474619
54023_b,5143.95310974121,-9633.63305664063,92,14,0,35.8887168898527
54023_b,5143.95310974121,-9583.63305664063,97,12,0,34.117444218464
54023_b,5143.95310974121,-9533.63305664062,103,12,0,35.1567916624939
54023_b,5143.95310974121,-9483.63305664063,105,10,0,32.4037034920393
54023_b,5143.95310974121,-9433.63305664063,109,8,0,29.5296461204668
54023_b,5143.95310974121,-9383.63305664063,116,5,1,24.0831891575846
54023_b,5193.95310974121,-9783.63305664062,35,5,0,13.228756555323
54023_b,5193.95310974121,-9733.63305664063,58,7,0,20.1494416796099
54023_b,5193.95310974121,-9683.63305664063,74,10,0,27.2029410174709
54023_b,5193.95310974121,-9633.63305664063,87,12,0,32.310988842807
54023_b,5193.95310974121,-9583.63305664063,91,10,0,30.1662062579967
54023_b,5193.95310974121,-9533.63305664062,102,8,0,28.5657137141714
54023_b,5193.95310974121,-9483.63305664063,109,6,0,25.5734237050888
54023_b,5193.95310974121,-9133.63305664062,110,5,56,23.4520787991172
54023_b,5193.95310974121,-9083.63305664063,108,5,52,23.2379000772445
54023_b,5193.95310974121,-9033.63305664062,96,9,43,29.3938769133981
54023_b,5193.95310974121,-8983.63305664063,84,9,36,27.495454169735
54023_b,5193.95310974121,-8933.63305664063,63,8,31,22.4499443206437
54023_b,5193.95310974121,-8883.63305664062,47,5,20,15.3297097167559
54023_b,5193.95310974121,-8833.63305664063,30,5,11,12.2474487139159
54023_b,5243.95310974121,-9733.63305664063,55,6,0,18.165902124585
54023_b,5243.95310974121,-9683.63305664063,73,8,0,24.1660919471891
54023_b,5243.95310974121,-9633.63305664063,86,10,0,29.3257565972304
54023_b,5243.95310974121,-9583.63305664063,85,9,0,27.6586333718787
54023_b,5243.95310974121,-9533.63305664062,99,7,0,26.3248931621764
54023_b,5243.95310974121,-9483.63305664063,106,5,0,23.0217288664427
54023_b,5243.95310974121,-9283.63305664062,121,5,43,24.5967477524977
54023_b,5243.95310974121,-9233.63305664063,123,7,63,29.3428015022424
54023_b,5243.95310974121,-9183.63305664063,110,15,71,40.6201920231798
54023_b,5243.95310974121,-9133.63305664062,94,27,81,50.37856687124
54023_b,5243.95310974121,-9083.63305664063,90,32,84,53.665631459995
54023_b,5243.95310974121,-9033.63305664062,78,36,73,52.9905651979671
54023_b,5243.95310974121,-8983.63305664063,67,38,56,50.4579032461715
54023_b,5243.95310974121,-8933.63305664063,54,30,49,40.2492235949962
54023_b,5243.95310974121,-8883.63305664062,42,18,35,27.495454169735
54023_b,5243.95310974121,-8833.63305664063,30,13,14,19.7484176581315
54023_b,5293.95310974121,-9433.63305664063,108,5,5,23.2379000772445
54023_b,5293.95310974121,-9383.63305664063,112,9,10,31.7490157327751
54023_b,5293.95310974121,-9333.63305664063,100,14,29,37.4165738677394
54023_b,5293.95310974121,-9283.63305664062,93,27,54,50.1098792654702
54023_b,5293.95310974121,-9233.63305664063,94,48,74,67.1714224949867
54023_b,5293.95310974121,-9183.63305664063,84,64,77,73.3212111192934
54023_b,5293.95310974121,-9133.63305664062,72,85,87,78.2304288624318
54023_b,5293.95310974121,-9083.63305664063,68,88,102,77.3563184232549
54023_b,5293.95310974121,-9033.63305664062,58,84,90,69.7997134664606
54023_b,5293.95310974121,-8983.63305664063,49,71,76,58.9830484122345
54023_b,5293.95310974121,-8933.63305664063,44,54,70,48.7442304278158
54023_b,5293.95310974121,-8883.63305664062,35,28,55,31.3049516849971
54023_b,5343.95310974121,-9433.63305664063,104,5,12,22.8035085019828
54023_b,5343.95310974121,-9383.63305664063,108,13,20,37.4699879903904
54023_b,5343.95310974121,-9333.63305664063,95,23,41,46.743983570081
54023_b,5343.95310974121,-9283.63305664062,86,39,71,57.913728942281
54023_b,5343.95310974121,-9233.63305664063,67,81,89,73.6681749468521
54023_b,5343.95310974121,-9183.63305664063,58,129,88,86.4985549012237
54023_b,5343.95310974121,-9133.63305664062,46,152,95,83.6181798414675
54023_b,5343.95310974121,-9083.63305664063,43,162,108,83.4625664594613
54023_b,5343.95310974121,-9033.63305664062,35,159,97,74.5989276062331
54023_b,5343.95310974121,-8983.63305664063,35,133,86,68.2275604136628
54023_b,5343.95310974121,-8933.63305664063,35,84,81,54.2217668469038
54023_b,5393.95310974121,-9433.63305664063,108,6,15,25.4558441227157
54023_b,5393.95310974121,-9383.63305664063,108,15,24,40.2492235949962
54023_b,5393.95310974121,-9333.63305664063,91,32,50,53.9629502529282
54023_b,5393.95310974121,-9283.63305664062,82,58,89,68.9637585982667
54023_b,5393.95310974121,-9233.63305664063,61,117,99,84.4807670419723
54023_b,5393.95310974121,-9183.63305664063,41,183,96,86.6198591548151
54023_b,5443.95310974121,-9433.63305664063,104,6,16,24.9799919935936
54023_b,5443.95310974121,-9383.63305664063,99,16,26,39.7994974842648
54023_b,5443.95310974121,-9333.63305664063,82,34,57,52.8015151297764
54023_b,5443.95310974121,-9283.63305664062,62,68,98,64.9307323229917
54023_b,5443.95310974121,-9233.63305664063,39,147,104,75.7165767847438
54023_b,5493.95310974121,-9433.63305664063,122,6,16,27.0554985169374
54023_b,5493.95310974121,-9383.63305664063,105,16,23,40.9878030638384
54023_b,5493.95310974121,-9333.63305664063,88,34,50,54.6991773247094
54023_b,5493.95310974121,-9283.63305664062,64,68,90,65.9696900098826
54023_b,5493.95310974121,-9233.63305664063,41,158,85,80.4860236314356
54023_b,5543.95310974121,-9383.63305664063,113,8,16,30.0665927567458
54023_b,5543.95310974121,-9333.63305664063,99,20,40,44.497190922574
54023_b,5543.95310974121,-9283.63305664062,75,46,72,58.7367006223537
54023_b,5543.95310974121,-9233.63305664063,53,129,67,82.6861536171565
54023_b,5543.95310974121,-9183.63305664063,31,216,67,81.8290901819152
54023_b,5593.95310974121,-9333.63305664063,108,11,20,34.4673758792282
54023_b,5593.95310974121,-9283.63305664062,83,34,43,53.1224999411737
54023_b,5593.95310974121,-9233.63305664063,68,98,42,81.6333265278342
54023_b,5593.95310974121,-9183.63305664063,39,160,51,78.993670632526
54023_b,5643.95310974121,-9283.63305664062,93,15,17,37.3496987939662
54023_b,5643.95310974121,-9233.63305664063,82,63,18,71.8748913042656
54023_b,5643.95310974121,-9183.63305664063,59,110,36,80.5605362444913
54023_b,5643.95310974121,-9133.63305664062,41,161,44,81.2465383877984
54023_b,5693.95310974121,-9283.63305664062,119,5,3,24.3926218353009
54023_b,5693.95310974121,-9233.63305664063,104,34,6,59.464274989274
