sample,x0,y0,n_hep,n_cd4,n_chol,score
54023_b,1943.95310974121,-10833.6330566406,44,10,0,20.976176963403
54023_b,1943.95310974121,-10783.6330566406,79,10,0,28.1069386451104
54023_b,1943.95310974121,-10733.6330566406,118,14,0,40.6448028658032
54023_b,1943.95310974121,-10683.6330566406,148,10,0,38.4707681233427
54023_b,1943.95310974121,-10633.6330566406,174,7,0,34.8998567332303
54023_b,1943.95310974121,-10583.6330566406,178,6,0,32.6802692767364
54023_b,1943.95310974121,-10533.6330566406,160,6,1,30.9838667696593
54023_b,1943.95310974121,-10483.6330566406,138,6,1,28.7749891398763
54023_b,1943.95310974121,-10433.6330566406,113,8,1,30.0665927567458
54023_b,1943.95310974121,-10383.6330566406,79,15,7,34.423828956117
54023_b,1943.95310974121,-10333.6330566406,57,19,12,32.9089653438087
54023_b,1943.95310974121,-10283.6330566406,52,30,18,39.496835316263
54023_b,1943.95310974121,-10233.6330566406,39,33,24,35.8747822293042
54023_b,1943.95310974121,-10183.6330566406,43,44,37,43.4971263418631
54023_b,1943.95310974121,-10133.6330566406,45,52,39,48.3735464897913
54023_b,1943.95310974121,-10083.6330566406,55,53,46,53.9907399467724
54023_b,1943.95310974121,-10033.6330566406,69,44,54,55.0999092558237
54023_b,1943.95310974121,-9983.63305664063,80,38,53,55.1361950083609
54023_b,1943.95310974121,-9933.63305664063,85,30,47,50.4975246918104
54023_b,1943.95310974121,-9883.63305664063,93,22,47,45.2327315115946
54023_b,1943.95310974121,-9833.63305664063,87,24,36,45.6946386351835
54023_b,1943.95310974121,-9783.63305664062,64,23,21,38.3666521865018
