sample,x0,y0,n_hep,n_cd4,n_interact_proxy,interact_frac
56784_c,16300.40965271,-8980.37451171875,114,31,27,0.870967741935484
56784_c,16300.40965271,-8930.37451171875,107,38,34,0.894736842105263
56784_c,16300.40965271,-8880.37451171875,122,35,31,0.885714285714286
56784_c,16300.40965271,-8730.37451171875,147,32,29,0.90625
56784_c,16300.40965271,-8680.37451171875,125,52,36,0.692307692307692
56784_c,16300.40965271,-8630.37451171875,96,58,38,0.655172413793103
56784_c,16300.40965271,-8580.37451171875,80,58,38,0.655172413793103
56784_c,16300.40965271,-8530.37451171875,91,51,29,0.568627450980392
56784_c,16300.40965271,-8480.37451171875,127,38,21,0.552631578947369
56784_c,16350.40965271,-8930.37451171875,135,30,29,0.966666666666667
56784_c,16350.40965271,-8730.37451171875,167,33,30,0.909090909090909
56784_c,16350.40965271,-8680.37451171875,149,51,37,0.725490196078431
56784_c,16350.40965271,-8630.37451171875,127,55,39,0.709090909090909
56784_c,16350.40965271,-8580.37451171875,115,55,39,0.709090909090909
56784_c,16350.40965271,-8530.37451171875,118,48,30,0.625
56784_c,16350.40965271,-8480.37451171875,148,34,21,0.617647058823529
56784_c,16400.40965271,-8930.37451171875,147,30,29,0.966666666666667
56784_c,16400.40965271,-8730.37451171875,174,32,29,0.90625
56784_c,16400.40965271,-8680.37451171875,161,51,39,0.764705882352941
56784_c,16400.40965271,-8630.37451171875,149,52,41,0.788461538461538
56784_c,16400.40965271,-8580.37451171875,150,49,38,0.775510204081633
56784_c,16400.40965271,-8530.37451171875,144,42,30,0.714285714285714
56784_c,16450.40965271,-9030.37451171875,174,30,28,0.933333333333333
56784_c,16450.40965271,-8980.37451171875,165,31,29,0.935483870967742
56784_c,16450.40965271,-8930.37451171875,154,30,29,0.966666666666667
56784_c,16450.40965271,-8730.37451171875,185,30,28,0.933333333333333
56784_c,16450.40965271,-8680.37451171875,174,43,34,0.790697674418605
56784_c,16450.40965271,-8630.37451171875,167,44,36,0.818181818181818
56784_c,16450.40965271,-8580.37451171875,167,44,36,0.818181818181818
56784_c,16450.40965271,-8530.37451171875,148,38,28,0.736842105263158
56784_c,16600.40965271,-9130.37451171875,115,31,27,0.870967741935484
56784_c,16650.40965271,-9130.37451171875,96,33,26,0.787878787878788
56784_c,16650.40965271,-9080.37451171875,104,30,23,0.766666666666667
56784_c,16800.40965271,-9230.37451171875,107,33,23,0.696969696969697
56784_c,16800.40965271,-9180.37451171875,110,32,22,0.6875
56784_c,16850.40965271,-9280.37451171875,70,41,13,0.317073170731707
56784_c,16850.40965271,-9230.37451171875,93,49,19,0.387755102040816
56784_c,16850.40965271,-9180.37451171875,104,43,18,0.418604651162791
56784_c,16900.40965271,-9230.37451171875,81,73,15,0.205479452054795
56784_c,16900.40965271,-9180.37451171875,93,51,14,0.274509803921569
56784_c,16950.40965271,-9230.37451171875,66,117,15,0.128205128205128
56784_c,16950.40965271,-9180.37451171875,80,71,14,0.197183098591549
56784_c,16950.40965271,-9130.37451171875,95,30,18,0.6
56784_c,17000.40965271,-9180.37451171875,81,77,10,0.12987012987013
56784_c,17000.40965271,-9130.37451171875,99,31,16,0.516129032258065
56784_c,17050.40965271,-9180.37451171875,73,74,9,0.121621621621622
56784_c,17100.40965271,-9180.37451171875,70,62,10,0.161290322580645
56784_c,17150.40965271,-9230.37451171875,74,76,14,0.184210526315789
56784_c,17150.40965271,-9180.37451171875,79,51,11,0.215686274509804
56784_c,17150.40965271,-8730.37451171875,161,43,18,0.418604651162791
56784_c,17150.40965271,-8680.37451171875,123,47,22,0.468085106382979
56784_c,17150.40965271,-8630.37451171875,111,50,23,0.46
56784_c,17150.40965271,-8580.37451171875,132,41,18,0.439024390243902
56784_c,17200.40965271,-9330.37451171875,64,42,19,0.452380952380952
56784_c,17200.40965271,-9280.37451171875,84,44,22,0.5
56784_c,17200.40965271,-9230.37451171875,93,42,24,0.571428571428571
56784_c,17200.40965271,-9180.37451171875,83,45,21,0.466666666666667
56784_c,17200.40965271,-9130.37451171875,82,32,13,0.40625
56784_c,17200.40965271,-8780.37451171875,161,30,22,0.733333333333333
56784_c,17200.40965271,-8730.37451171875,142,47,26,0.553191489361702
56784_c,17200.40965271,-8680.37451171875,103,54,30,0.555555555555556
56784_c,17200.40965271,-8630.37451171875,85,60,31,0.516666666666667
56784_c,17200.40965271,-8580.37451171875,101,50,26,0.52
56784_c,17200.40965271,-8530.37451171875,94,38,18,0.473684210526316
56784_c,17250.40965271,-9280.37451171875,105,31,24,0.774193548387097
56784_c,17250.40965271,-9230.37451171875,114,34,28,0.823529411764706
56784_c,17250.40965271,-9180.37451171875,92,41,30,0.731707317073171
56784_c,17250.40965271,-9130.37451171875,88,34,23,0.676470588235294
56784_c,17250.40965271,-9080.37451171875,99,30,22,0.733333333333333
56784_c,17250.40965271,-9030.37451171875,98,30,23,0.766666666666667
56784_c,17250.40965271,-8780.37451171875,147,33,24,0.727272727272727
56784_c,17250.40965271,-8730.37451171875,141,48,27,0.5625
56784_c,17250.40965271,-8680.37451171875,107,54,30,0.555555555555556
56784_c,17250.40965271,-8630.37451171875,86,62,34,0.548387096774194
56784_c,17250.40965271,-8580.37451171875,89,52,29,0.557692307692308
56784_c,17250.40965271,-8530.37451171875,84,38,19,0.5
56784_c,17300.40965271,-9180.37451171875,104,32,28,0.875
56784_c,17300.40965271,-9130.37451171875,90,30,21,0.7
