sample,x0,y0,n_hep,n_cd4,hep_with_cd4_contact,contact_frac,score
18321_a,5698.78463745117,-1224.14233398438,181,13,10,0.0552486187845304,10
18321_a,5698.78463745117,-1174.14233398438,183,14,16,0.0874316939890711,16
18321_a,5698.78463745117,-1124.14233398438,179,14,16,0.0893854748603352,16
18321_a,5698.78463745117,-1074.14233398438,157,14,14,0.089171974522293,14
18321_a,5748.78463745117,-1274.14233398438,163,9,1,0.00613496932515337,1
18321_a,5748.78463745117,-1224.14233398438,183,11,6,0.0327868852459016,6
18321_a,5748.78463745117,-1174.14233398438,180,13,16,0.0888888888888889,16
18321_a,5748.78463745117,-1124.14233398438,176,13,17,0.0965909090909091,17
18321_a,5748.78463745117,-1074.14233398438,154,13,16,0.103896103896104,16
18321_a,5798.78463745117,-1174.14233398438,182,7,17,0.0934065934065934,17
18321_a,5798.78463745117,-1124.14233398438,174,7,18,0.103448275862069,18
18321_a,5798.78463745117,-1074.14233398438,150,7,18,0.12,18
18321_a,5798.78463745117,-1024.14233398437,152,7,18,0.118421052631579,18
18321_a,5848.78463745117,-1224.14233398438,187,6,17,0.0909090909090909,17
18321_a,5848.78463745117,-1174.14233398438,173,20,27,0.15606936416185,27
18321_a,5848.78463745117,-1124.14233398438,154,19,23,0.149350649350649,23
18321_a,5848.78463745117,-1074.14233398438,130,20,23,0.176923076923077,23
18321_a,5848.78463745117,-1024.14233398437,117,23,22,0.188034188034188,22
18321_a,5898.78463745117,-1224.14233398438,176,6,20,0.113636363636364,20
18321_a,5898.78463745117,-1174.14233398438,158,27,26,0.164556962025316,26
18321_a,5898.78463745117,-1124.14233398438,130,30,20,0.153846153846154,20
18321_a,5898.78463745117,-1074.14233398438,102,31,20,0.196078431372549,20
18321_a,5898.78463745117,-1024.14233398437,90,40,19,0.211111111111111,19
18321_a,5948.78463745117,-1224.14233398438,178,6,20,0.112359550561798,20
18321_a,5948.78463745117,-1174.14233398438,158,28,24,0.151898734177215,24
18321_a,5948.78463745117,-1124.14233398438,123,35,19,0.154471544715447,19
18321_a,5948.78463745117,-1074.14233398438,92,36,19,0.206521739130435,19
18321_a,5948.78463745117,-1024.14233398437,71,47,18,0.253521126760563,18
18321_a,5998.78463745117,-1224.14233398438,169,6,20,0.118343195266272,20
18321_a,5998.78463745117,-1174.14233398438,154,27,21,0.136363636363636,21
18321_a,5998.78463745117,-1124.14233398438,117,34,15,0.128205128205128,15
18321_a,5998.78463745117,-1074.14233398438,82,35,15,0.182926829268293,15
18321_a,5998.78463745117,-1024.14233398437,54,48,14,0.259259259259259,14
18321_a,6048.78463745117,-1224.14233398438,165,5,17,0.103030303030303,17
18321_a,6048.78463745117,-1174.14233398438,167,23,18,0.107784431137725,18
18321_a,6048.78463745117,-1124.14233398438,138,30,12,0.0869565217391304,12
18321_a,6048.78463745117,-1074.14233398438,109,34,15,0.137614678899083,15
18321_a,6048.78463745117,-1024.14233398437,71,49,13,0.183098591549296,13
18321_a,6098.78463745117,-1174.14233398438,188,10,4,0.0212765957446809,4
18321_a,6098.78463745117,-1124.14233398438,168,18,5,0.0297619047619048,5
18321_a,6098.78463745117,-1074.14233398438,140,21,8,0.0571428571428571,8
18321_a,6098.78463745117,-1024.14233398437,104,33,8,0.0769230769230769,8
18321_a,6148.78463745117,-1124.14233398438,201,6,3,0.0149253731343284,3
18321_a,6148.78463745117,-1074.14233398438,181,9,6,0.0331491712707182,6
18321_a,6148.78463745117,-1024.14233398437,145,15,6,0.0413793103448276,6
18321_a,6198.78463745117,-1024.14233398437,160,7,3,0.01875,3
18321_a,6248.78463745117,-1024.14233398437,196,5,3,0.0153061224489796,3
24774_d,12943.8946533203,-1652.76489257813,90,10,3,0.0333333333333333,3
24774_d,12943.8946533203,-1602.76489257813,126,10,3,0.0238095238095238,3
24774_d,12943.8946533203,-1552.76489257813,154,11,7,0.0454545454545455,7
24774_d,12943.8946533203,-1502.76489257813,163,11,7,0.0429447852760736,7
24774_d,12943.8946533203,-1452.76489257813,166,9,5,0.0301204819277108,5
24774_d,12993.8946533203,-1652.76489257813,87,23,3,0.0344827586206897,3
24774_d,12993.8946533203,-1602.76489257813,117,23,5,0.0427350427350427,5
24774_d,12993.8946533203,-1552.76489257813,143,24,9,0.0629370629370629,9
24774_d,12993.8946533203,-1502.76489257813,152,24,9,0.0592105263157895,9
24774_d,12993.8946533203,-1452.76489257813,152,22,7,0.0460526315789474,7
24774_d,13043.8946533203,-1652.76489257813,75,25,9,0.12,9
24774_d,13043.8946533203,-1602.76489257813,100,30,14,0.14,14
24774_d,13043.8946533203,-1552.76489257813,115,33,18,0.156521739130435,18
24774_d,13043.8946533203,-1502.76489257813,126,33,18,0.142857142857143,18
24774_d,13043.8946533203,-1452.76489257813,131,31,13,0.099236641221374,13
24774_d,13043.8946533203,-1402.76489257813,150,8,5,0.0333333333333333,5
24774_d,13093.8946533203,-1652.76489257813,82,25,9,0.109756097560976,9
24774_d,13093.8946533203,-1602.76489257813,104,30,15,0.144230769230769,15
24774_d,13093.8946533203,-1552.76489257813,110,33,19,0.172727272727273,19
24774_d,13093.8946533203,-1502.76489257813,110,33,19,0.172727272727273,19
24774_d,13093.8946533203,-1452.76489257813,111,31,14,0.126126126126126,14
24774_d,13093.8946533203,-1402.76489257813,139,8,6,0.0431654676258993,6
24774_d,13143.8946533203,-1652.76489257813,81,25,9,0.111111111111111,9
24774_d,13143.8946533203,-1602.76489257813,106,30,15,0.141509433962264,15
24774_d,13143.8946533203,-1552.76489257813,108,32,15,0.138888888888889,15
24774_d,13143.8946533203,-1502.76489257813,105,32,15,0.142857142857143,15
24774_d,13143.8946533203,-1452.76489257813,101,30,10,0.099009900990099,10
24774_d,13143.8946533203,-1402.76489257813,131,7,2,0.0152671755725191,2
24774_d,13193.8946533203,-1652.76489257813,92,15,6,0.0652173913043478,6
24774_d,13193.8946533203,-1602.76489257813,118,20,11,0.0932203389830508,11
24774_d,13193.8946533203,-1552.76489257813,120,22,11,0.0916666666666667,11
24774_d,13193.8946533203,-1502.76489257813,122,22,11,0.0901639344262295,11
24774_d,13193.8946533203,-1452.76489257813,114,22,8,0.0701754385964912,8
24774_d,13193.8946533203,-1402.76489257813,127,7,2,0.015748031496063,2
24774_d,13243.8946533203,-1602.76489257813,125,7,7,0.056,7
24774_d,13243.8946533203,-1552.76489257813,130,9,7,0.0538461538461539,7
24774_d,13243.8946533203,-1502.76489257813,129,9,7,0.0542635658914729,7
24774_d,13243.8946533203,-1452.76489257813,122,9,5,0.040983606557377,5
24774_d,13243.8946533203,-1402.76489257813,133,7,2,0.0150375939849624,2
24774_d,13393.8946533203,-1252.76489257813,110,5,0,0,0
24774_d,13393.8946533203,-1202.76489257813,101,5,0,0,0
24774_d,13393.8946533203,-1152.76489257813,97,5,0,0,0
24774_d,13393.8946533203,-1102.76489257813,81,5,0,0,0
24774_d,13443.8946533203,-1252.76489257813,113,5,0,0,0
24774_d,13443.8946533203,-1202.76489257813,101,7,3,0.0297029702970297,3
24774_d,13443.8946533203,-1152.76489257813,90,7,3,0.0333333333333333,3
24774_d,13443.8946533203,-1102.76489257813,72,7,3,0.0416666666666667,3
24774_d,13443.8946533203,-1052.76489257813,51,6,3,0.0588235294117647,3
24774_d,13493.8946533203,-1352.76489257813,140,29,8,0.0571428571428571,8
24774_d,13493.8946533203,-1302.76489257813,122,30,8,0.0655737704918033,8
24774_d,13493.8946533203,-1252.76489257813,109,34,8,0.073394495412844,8
24774_d,13493.8946533203,-1202.76489257813,101,36,11,0.108910891089109,11
24774_d,13493.8946533203,-1152.76489257813,78,34,5,0.0641025641025641,5
24774_d,13493.8946533203,-1102.76489257813,65,7,3,0.0461538461538462,3
24774_d,13493.8946533203,-1052.76489257813,49,6,3,0.0612244897959184,3
24774_d,13543.8946533203,-1352.76489257813,141,31,9,0.0638297872340426,9
24774_d,13543.8946533203,-1302.76489257813,124,32,9,0.0725806451612903,9
24774_d,13543.8946533203,-1252.76489257813,112,36,9,0.0803571428571429,9
24774_d,13543.8946533203,-1202.76489257813,102,38,12,0.117647058823529,12
24774_d,13543.8946533203,-1152.76489257813,77,36,5,0.0649350649350649,5
24774_d,13543.8946533203,-1102.76489257813,66,7,3,0.0454545454545455,3
24774_d,13543.8946533203,-1052.76489257813,47,6,3,0.0638297872340426,3
24774_d,13593.8946533203,-1352.76489257813,143,31,9,0.0629370629370629,9
24774_d,13593.8946533203,-1302.76489257813,119,32,9,0.0756302521008403,9
24774_d,13593.8946533203,-1252.76489257813,114,36,9,0.0789473684210526,9
24774_d,13593.8946533203,-1202.76489257813,99,38,12,0.121212121212121,12
24774_d,13593.8946533203,-1152.76489257813,69,36,5,0.072463768115942,5
24774_d,13593.8946533203,-1102.76489257813,57,7,3,0.0526315789473684,3
24774_d,13593.8946533203,-1052.76489257813,42,6,3,0.0714285714285714,3
24774_d,13643.8946533203,-1352.76489257813,140,31,9,0.0642857142857143,9
24774_d,13643.8946533203,-1302.76489257813,123,31,9,0.0731707317073171,9
24774_d,13643.8946533203,-1252.76489257813,126,31,9,0.0714285714285714,9
24774_d,13643.8946533203,-1202.76489257813,124,33,12,0.0967741935483871,12
24774_d,13643.8946533203,-1152.76489257813,94,31,5,0.0531914893617021,5
24774_d,13693.8946533203,-1352.76489257813,147,31,8,0.054421768707483,8
24774_d,13693.8946533203,-1302.76489257813,128,31,8,0.0625,8
24774_d,13693.8946533203,-1252.76489257813,131,31,8,0.0610687022900763,8
24774_d,13693.8946533203,-1202.76489257813,133,31,8,0.0601503759398496,8
24774_d,13693.8946533203,-1152.76489257813,103,29,1,0.00970873786407767,1
24774_d,13743.8946533203,-1702.76489257813,62,5,5,0.0806451612903226,5
24774_d,13743.8946533203,-1652.76489257813,78,9,6,0.0769230769230769,6
24774_d,13743.8946533203,-1602.76489257813,103,10,7,0.0679611650485437,7
24774_d,13743.8946533203,-1552.76489257813,108,10,7,0.0648148148148148,7
24774_d,13743.8946533203,-1502.76489257813,122,9,6,0.0491803278688525,6
24774_d,13743.8946533203,-1452.76489257813,136,5,2,0.0147058823529412,2
24774_d,13793.8946533203,-1702.76489257813,62,9,7,0.112903225806452,7
24774_d,13793.8946533203,-1652.76489257813,75,20,11,0.146666666666667,11
24774_d,13793.8946533203,-1602.76489257813,94,21,12,0.127659574468085,12
24774_d,13793.8946533203,-1552.76489257813,103,21,12,0.116504854368932,12
24774_d,13793.8946533203,-1502.76489257813,116,20,11,0.0948275862068965,11
24774_d,13793.8946533203,-1452.76489257813,127,12,5,0.0393700787401575,5
24774_d,13843.8946533203,-1702.76489257813,62,9,7,0.112903225806452,7
24774_d,13843.8946533203,-1652.76489257813,77,20,13,0.168831168831169,13
24774_d,13843.8946533203,-1602.76489257813,91,21,14,0.153846153846154,14
24774_d,13843.8946533203,-1552.76489257813,102,21,14,0.137254901960784,14
24774_d,13843.8946533203,-1502.76489257813,116,20,13,0.112068965517241,13
24774_d,13843.8946533203,-1452.76489257813,125,12,7,0.056,7
24774_d,13893.8946533203,-1702.76489257813,68,9,7,0.102941176470588,7
24774_d,13893.8946533203,-1652.76489257813,88,20,13,0.147727272727273,13
24774_d,13893.8946533203,-1602.76489257813,103,20,13,0.12621359223301,13
24774_d,13893.8946533203,-1552.76489257813,112,20,13,0.116071428571429,13
24774_d,13893.8946533203,-1502.76489257813,120,19,12,0.1,12
24774_d,13893.8946533203,-1452.76489257813,131,11,6,0.0458015267175573,6
24774_d,13943.8946533203,-1702.76489257813,68,8,5,0.0735294117647059,5
24774_d,13943.8946533203,-1652.76489257813,95,18,10,0.105263157894737,10
24774_d,13943.8946533203,-1602.76489257813,109,18,10,0.091743119266055,10
24774_d,13943.8946533203,-1552.76489257813,113,18,10,0.0884955752212389,10
24774_d,13943.8946533203,-1502.76489257813,117,17,9,0.0769230769230769,9
24774_d,13943.8946533203,-1452.76489257813,131,10,5,0.0381679389312977,5
24774_d,13993.8946533203,-1652.76489257813,110,11,7,0.0636363636363636,7
24774_d,13993.8946533203,-1602.76489257813,116,11,7,0.0603448275862069,7
24774_d,13993.8946533203,-1552.76489257813,120,11,7,0.0583333333333333,7
24774_d,13993.8946533203,-1502.76489257813,118,11,7,0.0593220338983051,7
24774_d,13993.8946533203,-1452.76489257813,131,7,5,0.0381679389312977,5
24774_d,14043.8946533203,-2102.76489257812,36,5,3,0.0833333333333333,3
24774_d,14043.8946533203,-2052.76489257813,66,5,3,0.0454545454545455,3
24774_d,14043.8946533203,-2002.76489257813,92,5,3,0.0326086956521739,3
24774_d,14043.8946533203,-1952.76489257813,117,5,3,0.0256410256410256,3
24774_d,14093.8946533203,-2102.76489257812,54,9,10,0.185185185185185,10
24774_d,14093.8946533203,-2052.76489257813,82,9,10,0.121951219512195,10
24774_d,14093.8946533203,-2002.76489257813,103,9,10,0.0970873786407767,10
24774_d,14093.8946533203,-1952.76489257813,118,5,3,0.0254237288135593,3
24774_d,14143.8946533203,-2202.76489257813,59,8,10,0.169491525423729,10
24774_d,14143.8946533203,-2152.76489257813,55,9,10,0.181818181818182,10
24774_d,14143.8946533203,-2102.76489257812,71,9,10,0.140845070422535,10
24774_d,14143.8946533203,-2052.76489257813,97,9,10,0.103092783505155,10
24774_d,14143.8946533203,-2002.76489257813,117,9,10,0.0854700854700855,10
24774_d,14143.8946533203,-1952.76489257813,127,5,3,0.0236220472440945,3
24774_d,14193.8946533203,-2202.76489257813,87,8,10,0.114942528735632,10
24774_d,14193.8946533203,-2152.76489257813,80,8,10,0.125,10
24774_d,14193.8946533203,-2102.76489257812,89,8,10,0.112359550561798,10
24774_d,14193.8946533203,-2052.76489257813,106,8,10,0.0943396226415094,10
24774_d,14193.8946533203,-2002.76489257813,123,8,10,0.0813008130081301,10
24774_d,14243.8946533203,-2202.76489257813,111,6,8,0.0720720720720721,8
24774_d,14243.8946533203,-2152.76489257813,101,5,8,0.0792079207920792,8
24774_d,14243.8946533203,-2102.76489257812,106,5,8,0.0754716981132076,8
24774_d,14243.8946533203,-2052.76489257813,121,5,8,0.0661157024793388,8
24774_d,14243.8946533203,-2002.76489257813,130,5,8,0.0615384615384615,8
24774_d,14993.8946533203,-1402.76489257813,158,12,6,0.0379746835443038,6
24774_d,14993.8946533203,-1352.76489257813,163,17,10,0.0613496932515337,10
24774_d,14993.8946533203,-1302.76489257813,155,17,10,0.0645161290322581,10
24774_d,14993.8946533203,-1252.76489257813,140,17,9,0.0642857142857143,9
24774_d,14993.8946533203,-1202.76489257813,138,14,4,0.0289855072463768,4
24774_d,14993.8946533203,-1152.76489257813,150,5,4,0.0266666666666667,4
24774_d,15043.8946533203,-2352.76489257813,87,6,1,0.0114942528735632,1
24774_d,15043.8946533203,-2302.76489257813,106,7,1,0.00943396226415094,1
24774_d,15043.8946533203,-2252.76489257813,126,7,1,0.00793650793650794,1
24774_d,15043.8946533203,-2202.76489257813,122,7,1,0.00819672131147541,1
24774_d,15043.8946533203,-2152.76489257813,109,7,1,0.0091743119266055,1
24774_d,15043.8946533203,-1552.76489257813,124,17,3,0.0241935483870968,3
24774_d,15043.8946533203,-1502.76489257813,129,26,2,0.0155038759689922,2
24774_d,15043.8946533203,-1452.76489257813,134,48,7,0.0522388059701493,7
24774_d,15043.8946533203,-1402.76489257813,126,103,8,0.0634920634920635,8
24774_d,15043.8946533203,-1352.76489257813,128,132,13,0.1015625,13
24774_d,15043.8946533203,-1302.76489257813,128,118,12,0.09375,12
24774_d,15043.8946533203,-1252.76489257813,126,109,11,0.0873015873015873,11
24774_d,15043.8946533203,-1202.76489257813,136,85,6,0.0441176470588235,6
24774_d,15043.8946533203,-1152.76489257813,150,30,6,0.04,6
24774_d,15093.8946533203,-2352.76489257813,65,9,3,0.0461538461538462,3
24774_d,15093.8946533203,-2302.76489257813,77,10,3,0.038961038961039,3
24774_d,15093.8946533203,-2252.76489257813,102,10,3,0.0294117647058824,3
24774_d,15093.8946533203,-2202.76489257813,107,10,3,0.0280373831775701,3
24774_d,15093.8946533203,-2152.76489257813,102,9,1,0.00980392156862745,1
24774_d,15093.8946533203,-1552.76489257813,122,40,7,0.0573770491803279,7
24774_d,15093.8946533203,-1502.76489257813,114,80,6,0.0526315789473684,6
24774_d,15093.8946533203,-1452.76489257813,108,131,11,0.101851851851852,11
24774_d,15093.8946533203,-1402.76489257813,92,198,12,0.130434782608696,12
24774_d,15093.8946533203,-1352.76489257813,93,267,17,0.182795698924731,17
24774_d,15093.8946533203,-1302.76489257813,96,243,14,0.145833333333333,14
24774_d,15093.8946533203,-1252.76489257813,111,203,13,0.117117117117117,13
24774_d,15093.8946533203,-1202.76489257813,123,150,8,0.0650406504065041,8
24774_d,15093.8946533203,-1152.76489257813,145,85,12,0.0827586206896552,12
24774_d,15093.8946533203,-1102.76489257813,154,16,12,0.0779220779220779,12
24774_d,15143.8946533203,-2352.76489257813,49,9,3,0.0612244897959184,3
24774_d,15143.8946533203,-2302.76489257813,51,10,3,0.0588235294117647,3
24774_d,15143.8946533203,-2252.76489257813,71,10,3,0.0422535211267606,3
24774_d,15143.8946533203,-2202.76489257813,82,10,3,0.0365853658536585,3
24774_d,15143.8946533203,-2152.76489257813,79,9,1,0.0126582278481013,1
24774_d,15143.8946533203,-1552.76489257813,120,45,10,0.0833333333333333,10
24774_d,15143.8946533203,-1502.76489257813,106,100,12,0.113207547169811,12
24774_d,15143.8946533203,-1452.76489257813,90,162,17,0.188888888888889,17
24774_d,15143.8946533203,-1402.76489257813,70,258,18,0.257142857142857,18
24774_d,15143.8946533203,-1352.76489257813,62,343,20,0.32258064516129,20
24774_d,15143.8946533203,-1302.76489257813,73,332,23,0.315068493150685,23
24774_d,15143.8946533203,-1252.76489257813,97,277,19,0.195876288659794,19
24774_d,15143.8946533203,-1202.76489257813,117,213,14,0.11965811965812,14
24774_d,15143.8946533203,-1152.76489257813,141,119,19,0.134751773049645,19
24774_d,15143.8946533203,-1102.76489257813,159,33,19,0.119496855345912,19
24774_d,15193.8946533203,-2352.76489257813,39,9,3,0.0769230769230769,3
24774_d,15193.8946533203,-2302.76489257813,43,10,3,0.0697674418604651,3
24774_d,15193.8946533203,-2252.76489257813,61,10,3,0.0491803278688525,3
24774_d,15193.8946533203,-2202.76489257813,83,10,3,0.036144578313253,3
24774_d,15193.8946533203,-2152.76489257813,80,9,1,0.0125,1
24774_d,15193.8946533203,-1552.76489257813,120,45,10,0.0833333333333333,10
24774_d,15193.8946533203,-1502.76489257813,104,100,13,0.125,13
24774_d,15193.8946533203,-1452.76489257813,82,176,18,0.219512195121951,18
24774_d,15193.8946533203,-1402.76489257813,53,286,19,0.358490566037736,19
24774_d,15193.8946533203,-1352.76489257813,39,392,21,0.538461538461538,21
24774_d,15193.8946533203,-1302.76489257813,42,404,24,0.571428571428571,24
24774_d,15193.8946533203,-1252.76489257813,73,351,22,0.301369863013699,22
24774_d,15193.8946533203,-1202.76489257813,94,273,17,0.180851063829787,17
24774_d,15193.8946533203,-1152.76489257813,117,165,22,0.188034188034188,22
24774_d,15193.8946533203,-1102.76489257813,137,58,22,0.160583941605839,22
24774_d,15193.8946533203,-1052.76489257813,142,5,14,0.0985915492957746,14
24774_d,15243.8946533203,-2352.76489257813,36,8,3,0.0833333333333333,3
24774_d,15243.8946533203,-2302.76489257813,46,8,3,0.0652173913043478,3
24774_d,15243.8946533203,-2252.76489257813,65,8,3,0.0461538461538462,3
24774_d,15243.8946533203,-2202.76489257813,92,8,3,0.0326086956521739,3
24774_d,15243.8946533203,-2152.76489257813,91,7,1,0.010989010989011,1
24774_d,15243.8946533203,-1552.76489257813,120,43,8,0.0666666666666667,8
24774_d,15243.8946533203,-1502.76489257813,99,99,12,0.121212121212121,12
24774_d,15243.8946533203,-1452.76489257813,66,184,12,0.181818181818182,12
24774_d,15243.8946533203,-1402.76489257813,38,298,12,0.315789473684211,12
24774_d,15243.8946533203,-1252.76489257813,52,365,14,0.269230769230769,14
24774_d,15243.8946533203,-1202.76489257813,77,280,14,0.181818181818182,14
24774_d,15243.8946533203,-1152.76489257813,100,168,19,0.19,19
24774_d,15243.8946533203,-1102.76489257813,121,59,16,0.132231404958678,16
24774_d,15293.8946533203,-1552.76489257813,136,28,7,0.0514705882352941,7
24774_d,15293.8946533203,-1502.76489257813,123,75,12,0.0975609756097561,12
24774_d,15293.8946533203,-1452.76489257813,91,143,14,0.153846153846154,14
24774_d,15293.8946533203,-1402.76489257813,58,217,15,0.258620689655172,15
24774_d,15293.8946533203,-1352.76489257813,37,301,14,0.378378378378378,14
24774_d,15293.8946533203,-1252.76489257813,42,288,15,0.357142857142857,15
24774_d,15293.8946533203,-1202.76489257813,67,220,14,0.208955223880597,14
24774_d,15293.8946533203,-1152.76489257813,87,148,18,0.206896551724138,18
24774_d,15293.8946533203,-1102.76489257813,109,63,16,0.146788990825688,16
24774_d,15293.8946533203,-1052.76489257813,133,5,9,0.0676691729323308,9
24774_d,15343.8946533203,-1552.76489257813,133,5,3,0.0225563909774436,3
24774_d,15343.8946533203,-1502.76489257813,132,21,8,0.0606060606060606,8
24774_d,15343.8946533203,-1452.76489257813,107,60,11,0.102803738317757,11
24774_d,15343.8946533203,-1402.76489257813,82,122,12,0.146341463414634,12
24774_d,15343.8946533203,-1352.76489257813,59,166,12,0.203389830508475,12
24774_d,15343.8946533203,-1302.76489257813,41,210,18,0.439024390243902,18
24774_d,15343.8946533203,-1252.76489257813,44,198,16,0.363636363636364,16
24774_d,15343.8946533203,-1202.76489257813,68,159,14,0.205882352941176,14
24774_d,15343.8946533203,-1152.76489257813,81,97,13,0.160493827160494,13
24774_d,15343.8946533203,-1102.76489257813,100,52,10,0.1,10
24774_d,15393.8946533203,-1452.76489257813,128,30,5,0.0390625,5
24774_d,15393.8946533203,-1402.76489257813,106,63,9,0.0849056603773585,9
24774_d,15393.8946533203,-1352.76489257813,85,91,12,0.141176470588235,12
24774_d,15393.8946533203,-1302.76489257813,59,122,12,0.203389830508475,12
24774_d,15393.8946533203,-1252.76489257813,49,125,13,0.26530612244898,13
24774_d,15393.8946533203,-1202.76489257813,64,96,7,0.109375,7
24774_d,15393.8946533203,-1152.76489257813,74,63,6,0.0810810810810811,6
24774_d,15393.8946533203,-1102.76489257813,90,35,3,0.0333333333333333,3
24774_d,15443.8946533203,-1452.76489257813,136,16,5,0.0367647058823529,5
24774_d,15443.8946533203,-1402.76489257813,124,35,9,0.0725806451612903,9
24774_d,15443.8946533203,-1352.76489257813,108,42,12,0.111111111111111,12
24774_d,15443.8946533203,-1302.76489257813,82,50,12,0.146341463414634,12
24774_d,15443.8946533203,-1252.76489257813,61,55,11,0.180327868852459,11
24774_d,15443.8946533203,-1202.76489257813,64,41,8,0.125,8
24774_d,15443.8946533203,-1152.76489257813,66,22,7,0.106060606060606,7
24774_d,15443.8946533203,-1102.76489257813,77,15,4,0.051948051948052,4
24774_d,15443.8946533203,-1052.76489257813,108,7,4,0.037037037037037,4
24774_d,15493.8946533203,-1452.76489257813,150,5,4,0.0266666666666667,4
24774_d,15493.8946533203,-1402.76489257813,140,11,8,0.0571428571428571,8
24774_d,15493.8946533203,-1352.76489257813,126,12,10,0.0793650793650794,10
24774_d,15493.8946533203,-1302.76489257813,100,18,10,0.1,10
24774_d,15493.8946533203,-1252.76489257813,71,30,10,0.140845070422535,10
24774_d,15493.8946533203,-1202.76489257813,67,26,7,0.104477611940299,7
24774_d,15493.8946533203,-1152.76489257813,66,20,6,0.0909090909090909,6
24774_d,15493.8946533203,-1102.76489257813,74,19,4,0.0540540540540541,4
24774_d,15493.8946533203,-1052.76489257813,106,13,4,0.0377358490566038,4
24774_d,15543.8946533203,-1252.76489257813,85,15,4,0.0470588235294118,4
24774_d,15543.8946533203,-1202.76489257813,72,17,3,0.0416666666666667,3
24774_d,15543.8946533203,-1152.76489257813,66,18,3,0.0454545454545455,3
24774_d,15543.8946533203,-1102.76489257813,70,18,3,0.0428571428571429,3
24774_d,15543.8946533203,-1052.76489257813,92,15,3,0.0326086956521739,3
24774_d,15593.8946533203,-1252.76489257813,85,11,4,0.0470588235294118,4
24774_d,15593.8946533203,-1202.76489257813,65,16,3,0.0461538461538462,3
24774_d,15593.8946533203,-1152.76489257813,63,18,3,0.0476190476190476,3
24774_d,15593.8946533203,-1102.76489257813,64,18,3,0.046875,3
24774_d,15593.8946533203,-1052.76489257813,83,18,3,0.036144578313253,3
24774_d,15593.8946533203,-1002.76489257813,108,8,3,0.0277777777777778,3
24774_d,15643.8946533203,-1252.76489257813,81,15,1,0.0123456790123457,1
24774_d,15643.8946533203,-1202.76489257813,59,22,3,0.0508474576271187,3
24774_d,15643.8946533203,-1152.76489257813,52,27,3,0.0576923076923077,3
24774_d,15643.8946533203,-1102.76489257813,56,27,3,0.0535714285714286,3
24774_d,15643.8946533203,-1052.76489257813,77,26,2,0.025974025974026,2
24774_d,15643.8946533203,-1002.76489257813,107,12,2,0.0186915887850467,2
24774_d,15643.8946533203,-952.764892578125,104,5,0,0,0
24774_d,15693.8946533203,-1252.76489257813,73,15,1,0.0136986301369863,1
24774_d,15693.8946533203,-1202.76489257813,51,26,1,0.0196078431372549,1
24774_d,15693.8946533203,-1152.76489257813,43,34,1,0.0232558139534884,1
24774_d,15693.8946533203,-1102.76489257813,53,34,1,0.0188679245283019,1
24774_d,15693.8946533203,-1052.76489257813,76,32,0,0,0
24774_d,15693.8946533203,-1002.76489257813,108,19,0,0,0
24774_d,15693.8946533203,-952.764892578125,110,8,0,0,0
24774_d,15743.8946533203,-1502.76489257813,97,15,5,0.0515463917525773,5
24774_d,15743.8946533203,-1452.76489257813,92,17,2,0.0217391304347826,2
24774_d,15743.8946533203,-1402.76489257813,102,17,2,0.0196078431372549,2
24774_d,15743.8946533203,-1352.76489257813,100,17,2,0.02,2
24774_d,15743.8946533203,-1302.76489257813,88,17,3,0.0340909090909091,3
24774_d,15743.8946533203,-1252.76489257813,65,16,1,0.0153846153846154,1
24774_d,15743.8946533203,-1202.76489257813,45,28,1,0.0222222222222222,1
24774_d,15743.8946533203,-1152.76489257813,30,39,1,0.0333333333333333,1
24774_d,15743.8946533203,-1102.76489257813,41,41,1,0.024390243902439,1
24774_d,15743.8946533203,-1052.76489257813,62,39,0,0,0
24774_d,15743.8946533203,-1002.76489257813,96,28,0,0,0
24774_d,15743.8946533203,-952.764892578125,98,13,0,0,0
24774_d,15793.8946533203,-1502.76489257813,93,32,3,0.032258064516129,3
24774_d,15793.8946533203,-1452.76489257813,81,37,3,0.037037037037037,3
24774_d,15793.8946533203,-1402.76489257813,84,37,3,0.0357142857142857,3
24774_d,15793.8946533203,-1352.76489257813,79,37,3,0.0379746835443038,3
24774_d,15793.8946533203,-1302.76489257813,64,36,3,0.046875,3
24774_d,15793.8946533203,-1252.76489257813,45,20,1,0.0222222222222222,1
24774_d,15793.8946533203,-1052.76489257813,51,45,0,0,0
24774_d,15793.8946533203,-1002.76489257813,80,33,0,0,0
24774_d,15793.8946533203,-952.764892578125,82,20,0,0,0
24774_d,15843.8946533203,-1502.76489257813,101,32,3,0.0297029702970297,3
24774_d,15843.8946533203,-1452.76489257813,83,37,3,0.036144578313253,3
24774_d,15843.8946533203,-1402.76489257813,76,37,3,0.0394736842105263,3
24774_d,15843.8946533203,-1352.76489257813,65,37,3,0.0461538461538462,3
24774_d,15843.8946533203,-1302.76489257813,50,36,3,0.06,3
24774_d,15843.8946533203,-1252.76489257813,34,20,1,0.0294117647058824,1
24774_d,15843.8946533203,-1052.76489257813,37,76,0,0,0
24774_d,15843.8946533203,-1002.76489257813,63,65,1,0.0158730158730159,1
24774_d,15843.8946533203,-952.764892578125,64,51,1,0.015625,1
24774_d,15893.8946533203,-1502.76489257813,103,32,3,0.029126213592233,3
24774_d,15893.8946533203,-1452.76489257813,78,37,3,0.0384615384615385,3
