sample,x0,y0,n_hep,n_cd4,hep_with_cd4_contact,contact_frac,score
18321_a,698.784637451172,-2774.14233398438,135,57,7,0.0518518518518519,7
18321_a,698.784637451172,-2724.14233398438,157,19,5,0.0318471337579618,5
18321_a,748.784637451172,-3024.14233398438,178,5,3,0.0168539325842697,3
18321_a,748.784637451172,-2974.14233398438,168,43,5,0.0297619047619048,5
18321_a,748.784637451172,-2924.14233398438,135,63,7,0.0518518518518519,7
18321_a,748.784637451172,-2874.14233398438,131,63,12,0.0916030534351145,12
18321_a,748.784637451172,-2824.14233398438,121,63,12,0.0991735537190083,12
18321_a,748.784637451172,-2774.14233398438,139,58,9,0.0647482014388489,9
18321_a,748.784637451172,-2724.14233398438,166,20,7,0.0421686746987952,7
18321_a,798.784637451172,-3024.14233398438,161,5,3,0.0186335403726708,3
18321_a,798.784637451172,-2974.14233398438,152,43,3,0.0197368421052632,3
18321_a,798.784637451172,-2924.14233398438,121,63,5,0.0413223140495868,5
18321_a,798.784637451172,-2874.14233398438,122,63,10,0.0819672131147541,10
18321_a,798.784637451172,-2824.14233398438,118,63,10,0.0847457627118644,10
18321_a,798.784637451172,-2774.14233398438,136,58,7,0.0514705882352941,7
18321_a,798.784637451172,-2724.14233398438,176,20,7,0.0397727272727273,7
18321_a,848.784637451172,-3024.14233398438,137,5,3,0.0218978102189781,3
18321_a,848.784637451172,-2974.14233398438,138,33,3,0.0217391304347826,3
18321_a,848.784637451172,-2924.14233398438,118,50,4,0.0338983050847458,4
18321_a,848.784637451172,-2874.14233398438,124,50,9,0.0725806451612903,9
18321_a,848.784637451172,-2824.14233398438,131,50,9,0.0687022900763359,9
18321_a,848.784637451172,-2774.14233398438,145,45,6,0.0413793103448276,6
18321_a,848.784637451172,-2724.14233398438,179,17,6,0.0335195530726257,6
18321_a,898.784637451172,-2974.14233398438,132,13,3,0.0227272727272727,3
18321_a,898.784637451172,-2924.14233398438,136,24,4,0.0294117647058824,4
18321_a,898.784637451172,-2874.14233398438,156,24,7,0.0448717948717949,7
18321_a,898.784637451172,-2824.14233398438,163,24,7,0.0429447852760736,7
18321_a,898.784637451172,-2774.14233398438,169,20,4,0.0236686390532544,4
18321_a,898.784637451172,-2724.14233398438,194,11,4,0.0206185567010309,4
18321_a,1148.78463745117,-2524.14233398438,208,5,8,0.0384615384615385,8
18321_a,1148.78463745117,-2474.14233398438,200,8,9,0.045,9
18321_a,1148.78463745117,-2424.14233398438,182,8,9,0.0494505494505495,9
18321_a,1148.78463745117,-2374.14233398438,151,8,7,0.0463576158940397,7
18321_a,1148.78463745117,-2324.14233398438,117,5,3,0.0256410256410256,3
18321_a,1198.78463745117,-2574.14233398438,210,18,8,0.0380952380952381,8
18321_a,1198.78463745117,-2524.14233398438,199,41,10,0.050251256281407,10
18321_a,1198.78463745117,-2474.14233398438,189,65,11,0.0582010582010582,11
18321_a,1198.78463745117,-2424.14233398438,172,69,13,0.0755813953488372,13
18321_a,1198.78463745117,-2374.14233398438,144,70,12,0.0833333333333333,12
18321_a,1198.78463745117,-2324.14233398438,118,52,7,0.0593220338983051,7
18321_a,1198.78463745117,-2274.14233398438,86,29,5,0.0581395348837209,5
18321_a,1198.78463745117,-2224.14233398438,55,5,4,0.0727272727272727,4
18321_a,1248.78463745117,-2574.14233398438,191,43,15,0.0785340314136126,15
