sample,x0,y0,n_hep,n_cd4,hep_with_cd4_contact,contact_frac,score
54023_b,1893.95310974121,-10633.6330566406,183,6,30,0.163934426229508,30
54023_b,1893.95310974121,-10383.6330566406,97,9,9,0.0927835051546392,9
54023_b,1893.95310974121,-10333.6330566406,62,11,6,0.0967741935483871,6
54023_b,1893.95310974121,-10283.6330566406,50,15,10,0.2,10
54023_b,1893.95310974121,-10233.6330566406,39,18,8,0.205128205128205,8
54023_b,1893.95310974121,-10183.6330566406,45,26,11,0.244444444444444,11
54023_b,1893.95310974121,-10133.6330566406,50,30,14,0.28,14
54023_b,1893.95310974121,-10083.6330566406,62,32,17,0.274193548387097,17
54023_b,1893.95310974121,-10033.6330566406,81,36,27,0.333333333333333,27
54023_b,1893.95310974121,-9983.63305664063,95,37,35,0.368421052631579,35
54023_b,1893.95310974121,-9933.63305664063,97,31,30,0.309278350515464,30
54023_b,1893.95310974121,-9883.63305664063,106,25,31,0.292452830188679,31
54023_b,1893.95310974121,-9833.63305664063,98,23,26,0.26530612244898,26
54023_b,1893.95310974121,-9783.63305664062,70,15,12,0.171428571428571,12
54023_b,1893.95310974121,-9733.63305664063,50,9,4,0.08,4
54023_b,1893.95310974121,-9683.63305664063,35,6,2,0.0571428571428571,2
54023_b,1943.95310974121,-10833.6330566406,44,10,13,0.295454545454545,13
