condition,from_label,to_label,mean_enrichm,mean_original,mean_p_higher_orig,mean_p_lower_orig,mean_PI_value,n_samples
irHepatitis,Cholangiocyte,IgM+ B cell,-0.846645555015427,16.5,0.986,0.023,-1.1396882330887,2
irHepatitis,Cholangiocyte,Macrophage 1,-0.514707201549452,122,0.695,0.3175,-1.58809467967909,2
irHepatitis,Cholangiocyte,Macrophage 2,0.620053317925834,192,5e-04,0.9995,1.72440650174259,2
irHepatitis,Cholangiocyte,Sinusoidal endothelial cell,-2.55811873596538,14.5,1,0,-7.67435620789614,2
irHepatitis,Cholangiocyte,Stellate cell,-0.336831180837288,127,0.6615,0.357,-1.08603779146837,2
irHepatitis,Cholangiocyte,Vascular endothelial cell,-0.245449168228327,63,0.921,0.0955,-0.160947825297455,2
irHepatitis,Hepatocyte 1,Hepatocyte 1,0.545804984979649,4176,0,1,1.63741495493895,2
irHepatitis,Hepatocyte 1,Hepatocyte 2,0.441291411642169,5276,0,1,1.32387423492651,2
irHepatitis,Hepatocyte 1,Hepatocyte 3,0.321995986692041,2534.5,0,1,0.965987960076124,2
irHepatitis,Hepatocyte 1,Hepatocyte 4,0.505292710106378,308.5,0,1,1.51587813031913,2
irHepatitis,Hepatocyte 1,Ig+ hepatocyte,-0.629364691055665,6.5,0.8995,0.208,-0.260064871154149,2
irHepatitis,Hepatocyte 1,IgG+ B cell,-1.70245126647746,60,1,0,-5.10735379943237,2
irHepatitis,Hepatocyte 1,IgG+ plasmablast / plasma cell,-2.05028363446806,37,1,0,-6.15085090340419,2
irHepatitis,Hepatocyte 1,IgM+ B cell,-3.52197514982501,27.5,1,0,-10.565925449475,2
irHepatitis,Hepatocyte 1,Macrophage 1,-0.479135350161998,1324.5,1,0,-1.43740605048599,2
irHepatitis,Hepatocyte 1,Macrophage 2,-1.18252259838886,662.5,1,0,-3.54756779516658,2
irHepatitis,Hepatocyte 1,Sinusoidal endothelial cell,0.557625218627911,1595.5,0,1,1.67287565588373,2
irHepatitis,Hepatocyte 1,Stellate cell,-0.303102181817622,1607.5,1,0,-0.909306545452866,2
irHepatitis,Hepatocyte 1,Vascular endothelial cell,-2.05566825362703,224.5,1,0,-6.16700476088108,2
irHepatitis,Hepatocyte 2,Hepatocyte 2,0.600101773696503,2024.5,0,1,1.80030532108951,2
irHepatitis,Hepatocyte 2,Hepatocyte 3,0.592359475753928,2069,0,1,1.77707842726178,2
irHepatitis,Hepatocyte 2,Hepatocyte 4,0.0241989059278885,143,0.4475,0.5805,0.0194899263551091,2
irHepatitis,Hepatocyte 2,Ig+ hepatocyte,0.665065300425019,10,0.0905,0.961,0.437186310512076,2
irHepatitis,Hepatocyte 2,IgG+ B cell,-1.51380100856934,41,1,0,-4.54140302570801,2
irHepatitis,Hepatocyte 2,IgG+ plasmablast / plasma cell,-2.89363027391488,17,1,0,-8.68089082174464,2
irHepatitis,Hepatocyte 2,IgM+ B cell,-3.01443029987638,24,1,0,-9.04329089962914,2
irHepatitis,Hepatocyte 2,Macrophage 1,-0.665211071685141,791,1,0,-1.99563321505542,2
irHepatitis,Hepatocyte 2,Macrophage 2,-1.07893640380369,485,1,0,-3.23680921141108,2
irHepatitis,Hepatocyte 2,Sinusoidal endothelial cell,0.504437311843077,1034.5,0,1,1.51331193552923,2
irHepatitis,Hepatocyte 2,Stellate cell,-0.35424435837799,1041,1,0,-1.06273307513397,2
irHepatitis,Hepatocyte 2,Vascular endothelial cell,-1.97398680197528,156,1,0,-5.92196040592585,2
irHepatitis,Hepatocyte 3,Hepatocyte 3,1.08975381281081,756.5,0,1,3.26926143843244,2
irHepatitis,Hepatocyte 3,Hepatocyte 4,0.151112121256822,80.5,0.2885,0.7365,0.216705434456576,2
irHepatitis,Hepatocyte 3,Ig+ hepatocyte,-1.04858997312754,1,0.994,0.2405,-0.598259294106124,2
irHepatitis,Hepatocyte 3,IgG+ B cell,-1.00345542395381,29.5,0.976,0.034,-2.53645631113058,2
irHepatitis,Hepatocyte 3,IgG+ plasmablast / plasma cell,-3.14910404554235,6,1,0,-9.44731213662704,2
irHepatitis,Hepatocyte 3,IgM+ B cell,-3.4481687218157,8.5,1,0,-10.3445061654471,2
irHepatitis,Hepatocyte 3,Macrophage 1,-0.92120745210851,352,1,0,-2.76362235632553,2
irHepatitis,Hepatocyte 3,Macrophage 2,-0.918994865336968,273,1,0,-2.75698459601091,2
irHepatitis,Hepatocyte 3,Sinusoidal endothelial cell,0.328425723401132,481,0,1,0.985277170203395,2
irHepatitis,Hepatocyte 3,Stellate cell,-0.502778184776587,484.5,1,0,-1.50833455432976,2
irHepatitis,Hepatocyte 3,Vascular endothelial cell,-2.08679375036742,73.5,1,0,-6.26038125110227,2
irHepatitis,Hepatocyte 4,Hepatocyte 4,2.96214582319472,46,0,1,8.88643746958416,2
irHepatitis,Hepatocyte 4,Ig+ hepatocyte,0.160419635555383,0.5,0.561,0.824,0.198815611621103,2
irHepatitis,Hepatocyte 4,IgG+ B cell,0.128779032493429,7,0.4595,0.6365,0.10752238878834,2
irHepatitis,Hepatocyte 4,IgG+ plasmablast / plasma cell,-1.63916294845095,0.5,0.9355,0.2065,-2.89173289770216,2
irHepatitis,Hepatocyte 4,IgM+ B cell,-2.5589168843315,1,1,5e-04,-6.95479621909638,2
irHepatitis,Hepatocyte 4,Macrophage 1,-0.524189262890859,47,0.9925,0.00950000000000001,-1.22853411579626,2
irHepatitis,Hepatocyte 4,Macrophage 2,-0.700137760174125,33,0.9975,0.003,-1.69818720079219,2
irHepatitis,Hepatocyte 4,Sinusoidal endothelial cell,0.340176785488381,53,0.0605,0.9535,0.320122922932277,2
irHepatitis,Hepatocyte 4,Stellate cell,-0.696055797857117,46,0.9915,0.012,-1.65591439208666,2
irHepatitis,Hepatocyte 4,Vascular endothelial cell,-3.83038597138225,1.5,1,0,-11.4911579141468,2
irHepatitis,Ig+ hepatocyte,Ig+ hepatocyte,0.485689965026635,0.5,0.5085,0.9985,0.655849268409735,2
irHepatitis,Ig+ hepatocyte,IgG+ B cell,1.69147365832623,4.5,0.0235,1,4.0799086944823,2
irHepatitis,Ig+ hepatocyte,IgG+ plasmablast / plasma cell,0.995666682510689,1.5,0.0505,0.9965,0.946159085819102,2
irHepatitis,Ig+ hepatocyte,IgM+ B cell,-0.0927398304622705,0.5,0.825,0.8065,4.0256271839496e-05,2
irHepatitis,Ig+ hepatocyte,Macrophage 1,-0.484638680361589,2.5,0.7905,0.48,-0.0576117655121117,2
irHepatitis,Ig+ hepatocyte,Macrophage 2,0.352894609263519,3.5,0.358,0.865,0.0742593056700169,2
irHepatitis,Ig+ hepatocyte,Sinusoidal endothelial cell,-1.23724839351391,0,1,0.311,-0.714915292317151,2
irHepatitis,Ig+ hepatocyte,Stellate cell,0.194556125850856,3,0.483,0.7555,0.0148763288527518,2
irHepatitis,Ig+ hepatocyte,Vascular endothelial cell,-0.0658210802508401,1,0.6555,0.696,2.85714486013115e-05,2
irHepatitis,IgG+ B cell,IgG+ B cell,2.38524124524048,50,0.0405,0.9925,5.98112972827645,2
irHepatitis,IgG+ B cell,IgG+ plasmablast / plasma cell,2.93317335885481,43.5,0,1,8.79952007656442,2
irHepatitis,IgG+ B cell,IgM+ B cell,1.50770195900844,41,0.002,0.999,3.80396520055772,2
irHepatitis,IgG+ B cell,Macrophage 1,-0.778099259101461,34,0.9935,0.012,-1.83917064480804,2
irHepatitis,IgG+ B cell,Macrophage 2,0.783916869336307,80.5,5e-04,1,2.2156105863508,2
irHepatitis,IgG+ B cell,Sinusoidal endothelial cell,-1.59876925832979,10,1,0.001,-4.30753593343594,2
irHepatitis,IgG+ B cell,Stellate cell,0.608632537072509,91,0.002,0.999,1.62341497048613,2
irHepatitis,IgG+ B cell,Vascular endothelial cell,0.984892817103224,58.5,0.0145,0.991,2.51130863113873,2
irHepatitis,IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell,3.43334990702912,33,0,1,10.3000497210874,2
irHepatitis,IgG+ plasmablast / plasma cell,IgM+ B cell,1.83145587054013,36.5,0.0035,0.9995,4.43406143024816,2
irHepatitis,IgG+ plasmablast / plasma cell,Macrophage 1,-0.0850900830730769,41.5,0.534,0.542,-0.0123115545375678,2
irHepatitis,IgG+ plasmablast / plasma cell,Macrophage 2,0.563043189600218,48.5,0.029,0.9795,1.05050517575788,2
irHepatitis,IgG+ plasmablast / plasma cell,Sinusoidal endothelial cell,-2.7825625425578,3,1,0,-8.34768762767341,2
irHepatitis,IgG+ plasmablast / plasma cell,Stellate cell,0.419602535507568,46.5,0.062,0.9515,0.481207413973005,2
irHepatitis,IgG+ plasmablast / plasma cell,Vascular endothelial cell,1.2860520398257,39,0,1,3.85815611947709,2
irHepatitis,IgM+ B cell,IgM+ B cell,3.36381373192641,108.5,0,1,10.0914411957792,2
irHepatitis,IgM+ B cell,Macrophage 1,-0.327692497449217,88.5,0.98,0.029,-0.449687981238495,2
irHepatitis,IgM+ B cell,Macrophage 2,0.641276076168821,138.5,0.001,0.999,1.68409276626571,2
irHepatitis,IgM+ B cell,Sinusoidal endothelial cell,-3.23801265877021,5,1,0,-9.71403797631063,2
irHepatitis,IgM+ B cell,Stellate cell,0.302229157281652,127,0.033,0.973,0.710228775105979,2
irHepatitis,IgM+ B cell,Vascular endothelial cell,0.90922378520596,90,0,1,2.72767135561788,2
irHepatitis,Macrophage 1,Macrophage 1,1.48781454103679,840.5,0,1,4.46344362311037,2
irHepatitis,Macrophage 1,Macrophage 2,0.743831142630265,823,0,1,2.2314934278908,2
irHepatitis,Macrophage 1,Sinusoidal endothelial cell,-0.492109701053885,249.5,1,0,-1.47632910316166,2
irHepatitis,Macrophage 1,Stellate cell,-0.0370500143013546,625,0.665,0.345,-0.0521187676313391,2
irHepatitis,Macrophage 1,Vascular endothelial cell,-0.792254803680402,171,0.986,0.017,-2.1961678584947,2
irHepatitis,Macrophage 2,Macrophage 2,1.4037488183823,509.5,0,1,4.2112464551469,2
irHepatitis,Macrophage 2,Sinusoidal endothelial cell,-0.90715562407902,148,1,0,-2.72146687223706,2
irHepatitis,Macrophage 2,Stellate cell,0.274333248198543,625,0,1,0.822999744595629,2
irHepatitis,Macrophage 2,Vascular endothelial cell,0.3356316250393,303.5,0.126,0.879,0.930390219065892,2
irHepatitis,Sinusoidal endothelial cell,Sinusoidal endothelial cell,0.346772049145168,130.5,0.1485,0.863,0.927422139800736,2
irHepatitis,Sinusoidal endothelial cell,Stellate cell,-0.290490911077837,306.5,0.916,0.091,-0.777460347971899,2
irHepatitis,Sinusoidal endothelial cell,Vascular endothelial cell,-2.31800530790336,39.5,1,0,-6.95401592371009,2
irHepatitis,Stellate cell,Stellate cell,0.856389390716513,658.5,0,1,2.56916817214954,2
irHepatitis,Stellate cell,Vascular endothelial cell,0.876912999620758,675.5,0,1,2.63073899886227,2
irHepatitis,Vascular endothelial cell,Vascular endothelial cell,3.04318858538717,805.5,0,1,9.12956575616152,2
