cluster_from,cluster_to,AIH,irHepatitis,diff
13,14,-0.334679261815134,-0.383374730378006,-0.0486954685628722
6,5,-1.76475525695803,-1.72112930110108,0.0436259558569498
9,1,-2.93152498248311,-2.88819755441191,0.0433274280712008
2,18,-1.68588386561999,-1.72539066557449,-0.0395067999544998
2,4,-0.778114880427201,-0.741454624803259,0.036660255623942
5,15,-2.04025774105531,-2.00444972690388,0.0358080141514296
15,19,-0.686752085026102,-0.721054634474586,-0.0343025494484834
4,16,-0.829611540497568,-0.861808400879184,-0.0321968603816156
14,5,-0.827466872724083,-0.796575089024575,0.0308917836995083
7,12,-0.634239538317733,-0.657355851553137,-0.0231163132354043
9,6,-3.50449397628666,-3.48290630303354,0.0215876732531179
11,6,-1.13121438227592,-1.11332758964588,0.0178867926300326
1,5,-1.72292209106453,-1.73909966568181,-0.0161775746172768
4,19,-1.60533138839281,-1.59214180409114,0.0131895843016694
14,14,2.41555990254546,2.40262193352198,-0.0129379690234805
20,21,0,-0.010052551282956,-0.010052551282956
21,20,0,-0.010052551282956,-0.010052551282956
18,19,0.333176032804791,0.338187094352846,0.0050110615480542
3,20,-1.68529944212728,-1.68077125556094,0.00452818656633602
21,21,0,-0.00287931208164041,-0.00287931208164041
14,8,-1.4192829625916,-1.4199835878676,-0.000700625275998679
